nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ADMA BIOLOGICS INC,COM,000899104,9744,3383290,SH,SOLE,3383290,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,ADMA
AKEBIA THERAPEUTICS INC,COM,00972D105,53979,7121283,SH,SOLE,7121283,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,AKBA
APELLIS PHARMACEUTICALS INC,COM,03753U106,268,10000,SH,SOLE,10000,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,APLS
APTOSE BIOSCIENCES INC,COM NEW,03835T200,34431,5796482,SH,SOLE,5796482,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,APTO
ASSEMBLY BIOSCIENCES INC,COM,045396108,47093,3175535,SH,SOLE,3175535,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,ASMB
AURINIA PHARMACEUTICALS INC,COM,05156V102,100255,6909374,SH,SOLE,6909374,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,AUPH
AXOGEN INC,COM,05463X106,37087,3566054,SH,SOLE,3566054,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,AXGN
AXOVANT GENE THERAPIES LTD,COM,G0750W203,8914,3653303,SH,SOLE,3653303,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,AXGT
BELLUS HEALTH INC NEW,COM NEW,07987C204,15943,1597503,SH,SOLE,1597503,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,BLU
BIOTELEMETRY INC,COM,090672106,1895,49219,SH,SOLE,49219,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,BEAT
CAREDX INC,COM,14167L103,58083,2660716,SH,SOLE,2660716,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,CDNA
CHEMOCENTRYX INC,COM,16383L106,92325,2297779,SH,SOLE,2297779,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,CCXI
COHERUS BIOSCIENCES INC,COM,19249H103,32764,2020002,SH,SOLE,2020002,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,CHRS
CYTOKINETICS INC,COM NEW,23282W605,40466,3432232,SH,SOLE,3432232,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,CYTK
EPIZYME INC,COM,29428V104,51259,3304918,SH,SOLE,3304918,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,EPZM
INTRA CELLULAR THERAPIES INC,COM,46116X101,25431,1654600,SH,SOLE,1654600,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,
IVERIC BIO INC,COM,46583P102,10838,3150565,SH,SOLE,3150565,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,ISEE
KADMON HLDGS INC,COM,48283N106,65401,15608948,SH,SOLE,15608948,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,KDMN
KARYOPHARM THERAPEUTICS INC,COM,48576U106,137941,7180700,SH,SOLE,7180700,0,0,0001544773,03-31-2020,13F-HR,false,Consonance Capital Management LP,05-10-2020,KPTI
