nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
ABBVIE INC,COM,00287Y109,6148,62615,SH,SOLE,62615,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ABBV
ACLARIS THERAPEUTICS INC,COM,00461U105,2801,1728787,SH,SOLE,1728787,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ACRS
ADAPTHEALTH CORP,COM CL A,00653Q102,1143,71000,SH,SOLE,71000,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,4836,483103,SH,SOLE,483103,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ADAP
ADC THERAPEUTICS SA,SHS,H0036K147,206,4410,SH,SOLE,4410,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ADCT
ALEXION PHARMACEUTICALS INC,COM,015351109,466,4148,SH,SOLE,4148,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ALXN
ANTHEM INC,COM,036752103,7897,30028,SH,SOLE,30028,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,ANTM
BAXTER INTL INC,COM,071813109,3654,42439,SH,SOLE,42439,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,BAX
BECTON DICKINSON  CO,COM,075887109,1455,6080,SH,SOLE,6080,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,BDX
BIO RAD LABS INC,CL A,090572207,1582,3505,SH,SOLE,3505,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,
BOSTON SCIENTIFIC CORP,COM,101137107,3734,106338,SH,SOLE,106338,0,0,0001633055,06-30-2020,13F-HR,false,Endurant Capital Management LP,08-14-2020,,BSX
