nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBOTT LABS,COM,002824100,13415,170000,SH,SOLE,0,0,170000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ABT
ABBVIE INC,COM,00287Y109,25143,330000,SH,SOLE,0,0,330000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ABBV
ABEONA THERAPEUTICS INC,COM,00289Y107,1995,950000,SH,SOLE,0,0,950000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ABEO
ABIOMED INC,COM,003654100,12774,88000,SH,SOLE,0,0,88000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ABMD
ACCELERON PHARMA INC,COM,00434H108,6291,70000,SH,SOLE,0,0,70000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,XLRN
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,5374,550000,SH,SOLE,0,0,550000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ADVM
AERIE PHARMACEUTICALS INC,COM,00771V108,9720,720000,SH,SOLE,0,0,720000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,AERI
AGIOS PHARMACEUTICALS INC,COM,00847X104,3903,110000,SH,SOLE,0,0,110000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,AGIO
AIMMUNE THERAPEUTICS INC,COM,00900T107,2379,165000,SH,SOLE,0,0,165000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,
ALEXION PHARMACEUTICALS INC,COM,015351109,14366,160000,SH,SOLE,0,0,160000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ALXN
ALKERMES PLC,SHS,G01767105,5754,399000,SH,SOLE,0,0,399000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ALKS
ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,8708,80000,SH,SOLE,0,0,80000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ALNY
AMARIN CORP PLC,SPONS ADR NEW,023111206,2200,550000,SH,SOLE,0,0,550000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,AMRN
ANTHEM INC,COM,036752103,14758,65000,SH,SOLE,0,0,65000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ANTM
APELLIS PHARMACEUTICALS INC,COM,03753U106,2679,100000,SH,SOLE,0,0,100000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,APLS
ARENA PHARMACEUTICALS INC,COM NEW,040047607,10080,240000,SH,SOLE,0,0,240000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,ARNA
AXONICS MODULATION TECH INC,COM,05465P101,11816,465000,SH,SOLE,0,0,465000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,AXNX
BECTON DICKINSON  CO,COM,075887109,3217,14000,SH,SOLE,0,0,14000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BDX
BEIGENE LTD,SPONSORED ADR,07725L102,2462,20000,SH,SOLE,0,0,20000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BGNE
BIOGEN INC,COM,09062X103,7910,25000,SH,SOLE,0,0,25000,0001599882,03-31-2020,13F-HR,false,Rhenman  Partners Asset Management AB,04-16-2020,BIIB
