nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
Abeona Therapeutics Inc.,COM,00289Y107,4637,1590686,SH,SOLE,1590686,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ABEO
ACADIA Pharmaceuticals Inc.,COM,004225108,2031115,41904586,SH,SOLE,41904586,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ACAD
Acceleron Pharma Inc.,COM,00434H108,2572,27000,SH,SOLE,27000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,XLRN
"Adamas Pharmaceuticals, Inc.",COM,00548A106,442,172630,SH,SOLE,172630,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ADMS
Adaptive Biotechnologies Corporation,COM,00650F109,22426,463539,SH,SOLE,463539,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,
Adaptimmune Therapeutics plc,SPONSORED ADR,00653A107,66819,6675181,SH,SOLE,6675181,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ADAP
ADC Therapeutics SA,SHS,H0036K147,78992,1687500,SH,SOLE,1687500,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ADCT
"Aeglea BioTherapeutics, Inc.",COM,00773J103,40511,4379592,SH,SOLE,4379592,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AGLE
Affimed N.V.,COM,N01045108,923,200000,SH,SOLE,200000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AFMD
"Aimmune Therapeutics, Inc.",COM,00900T107,11261,673908,SH,SOLE,673908,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,
"Albireo Pharma, Inc.",COM,01345P106,9776,369047,SH,SOLE,369047,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ALBO
"Alector, Inc.",COM,014442107,6843,280000,SH,SOLE,280000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ALEC
"Alexion Pharmaceuticals, Inc.",COM,015351109,983312,8760794,SH,SOLE,8760794,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ALXN
Alkermes plc,SHS,G01767105,24154,1244744,SH,SOLE,1244744,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ALKS
Allakos Inc.,COM,01671P100,52851,735469,SH,SOLE,735469,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ALLK
"Altimmune, Inc.",COM,02155H200,22572,2107600,SH,SOLE,2107600,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,
Amarin Corporation plc,SPONSORED ADR,023111206,238717,34496685,SH,SOLE,34496685,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AMRN
"AnaptysBio, Inc.",COM,032724106,11476,513677,SH,SOLE,513677,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ANAB
"Apellis Pharmaceuticals, Inc.",COM,03753U106,29281,896551,SH,SOLE,896551,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,APLS
"Applied Therapeutics, Inc.",COM,03828A101,2384,65934,SH,SOLE,65934,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,APLT
"Aravive, Inc.",COM,03890D108,2841,244055,SH,SOLE,244055,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ARAV
"Arcus Biosciences, Inc.",COM,03969F109,3007,121534,SH,SOLE,121534,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,RCUS
argenx SE,SPONSORED ADR,04016X101,229635,1019557,SH,SOLE,1019557,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ARGX
ARYA Sciences Acquisition Corp.,SHS CL A,G3165V109,2361,150000,SH,SOLE,150000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,
Ascendis Pharma A/S,SPONSORED ADR,04351P101,501421,3390270,SH,SOLE,3390270,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ASND
"Assembly Biosciences, Inc.",COM,045396108,35951,1541618,SH,SOLE,1541618,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,ASMB
"Atreca, Inc.",CL A COM,04965G109,75177,3532760,SH,SOLE,3532760,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BCEL
Aurinia Pharmaceuticals Inc.,COM,05156V102,27656,1701929,SH,SOLE,1701929,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AUPH
Autolus Therapeutics plc,SPON ADS,05280R100,7785,485624,SH,SOLE,485624,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AUTL
"Axsome Therapeutics, Inc.",COM,05464T104,83083,1009757,SH,SOLE,1009757,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,AXSM
"BeiGene, Ltd.",SPONSORED ADR,07725L102,2218840,11777285,SH,SOLE,11777285,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BGNE
"Bellicum Pharmaceuticals, Inc.",COM,079481404,1851,249123,SH,SOLE,249123,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BLCM
"BioCryst Pharmaceuticals, Inc.",COM,09058V103,65597,13766405,SH,SOLE,13766405,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BCRX
BioMarin Pharmaceutical Inc.,COM,09061G101,936064,7589294,SH,SOLE,7589294,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BMRN
"bluebird bio, Inc.",COM,09609G100,16176,265000,SH,SOLE,265000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BLUE
Burning Rock Biotech Limited,SPONSORED ADS,12233L107,6753,250000,SH,SOLE,250000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,BNR
"Cabaletta Bio, Inc.",COM,12674W109,7089,636363,SH,SOLE,636363,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CABA
"Catalyst Pharmaceuticals, Inc.",COM,14888U101,2310,500000,SH,SOLE,500000,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CPRX
Cerus Corporation,COM,157085101,90507,13713195,SH,SOLE,13713195,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CERS
"ChemoCentryx, Inc.",COM,16383L106,54388,945221,SH,SOLE,945221,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CCXI
"Chiasma, Inc.",COM,16706W102,5093,946701,SH,SOLE,946701,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CAIHF
"Constellation Pharmaceuticals, Inc.",COM,210373106,4007,133333,SH,SOLE,133333,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CNST
"Crinetics Pharmaceuticals, Inc.",COM,22663K107,5569,317857,SH,SOLE,317857,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CRNX
"CymaBay Therapeutics, Inc.",COM,23257D103,5315,1522792,SH,SOLE,1522792,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,CBAY
DBV Technologies S.A.,SPONSORED ADR,23306J101,64157,14614264,SH,SOLE,14614264,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,DBVT
Denali Therapeutics Inc.,COM,24823R105,2536,104900,SH,SOLE,104900,0,0,0001263508,06-30-2020,13F-HR,false,BAKER BROS. ADVISORS LP,08-14-2020,DNLI
