nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBVIE INC,COM,00287Y109,30450,310150,SH,SOLE,310150,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,ABBV
ALEXION PHARMACEUTICALS INC,COM,015351109,83450,743500,SH,SOLE,743500,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,ALXN
ALKERMES PLC,SHS,G01767105,151844,7825000,SH,SOLE,7825000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,ALKS
BIOCRYST PHARMACEUTICALS INC,COM,09058V103,5122,1075000,SH,SOLE,1075000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,BCRX
BIOGEN INC,COM,09062X103,172034,643000,SH,SOLE,643000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,BIIB
INNOVIVA INC,COM,45781M101,89667,6414000,SH,SOLE,6414000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,INVA
INTERCEPT PHARMACEUTICALS INC,COM,45845P108,57539,1201000,SH,SOLE,1201000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,ICPT
IRONWOOD PHARMACEUTICALS INC,COM CL A,46333X108,144892,14040000,SH,SOLE,14040000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,IRWD
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,102406,928100,SH,SOLE,928100,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,JAZZ
MERSANA THERAPEUTICS INC,COM,59045L106,60138,2570000,SH,SOLE,2570000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,114,1000,SH,SOLE,1000,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,MRTX
REGULUS THERAPEUTICS INC,COM NEW,75915K200,1262,1851851,SH,SOLE,1851851,0,0,0001577524,06-30-2020,13F-HR,false,Sarissa Capital Management LP,08-14-2020,
