nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,16653,1704500,SH,SOLE,1704500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ADVM
APELLIS PHARMACEUTICALS INC,COM,03753U106,5613,209500,SH,SOLE,209500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,APLS
APPLIED THERAPEUTICS INC,COM,03828A101,3334,102000,SH,SOLE,102000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,APLT
ARBUTUS BIOPHARMA CORP,COM,03879J100,273,269907,SH,SOLE,269907,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ABUS
ARROWHEAD PHARMACEUTICALS IN,COM,04280A100,3156,109700,SH,SOLE,109700,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ARWR
ARVINAS INC,COM,04335A105,11289,280120,SH,SOLE,280120,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ARVN
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,7117,63200,SH,SOLE,63200,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,ASND
AURINIA PHARMACEUTICALS INC,COM,05156V102,11173,770000,SH,SOLE,770000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,AUPH
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,20949,2673718,SH,SOLE,2673718,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,AVDL
AXSOME THERAPEUTICS INC,COM,05464T104,18149,308500,SH,SOLE,308500,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,AXSM
BELLUS HEALTH INC NEW,COM NEW,07987C204,10679,1070000,SH,SOLE,1070000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,BLU
BIOCRYST PHARMACEUTICALS,COM,09058V103,500,250000,SH,SOLE,250000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,BCRX
BIOXCEL THERAPEUTICS INC,COM,09075P105,7040,315000,SH,SOLE,315000,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,BTAI
CATALYST BIOSCIENCES INC,COM NEW,14888D208,6051,1384600,SH,SOLE,1384600,0,0,0001582844,03-31-2020,13F-HR,false,"ACUTA CAPITAL PARTNERS, LLC",05-15-2020,CBIO
