nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
AQUABOUNTY TECHNOLOGIES INC,COM NEW,03842K200,23234,14253912,SH,SOLE,14253912,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,AQB
EMERGENT BIOSOLUTIONS INC,COM,29089Q105,220,3810,SH,SOLE,3810,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,EBS
ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,4940,1073990,SH,SOLE,1073990,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,
ENTERPRISE PRODS PARTNERS L,COM,293792107,16241,1135734,SH,SOLE,1135734,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,
HALOZYME THERAPEUTICS INC,COM,40637H109,126799,7048282,SH,SOLE,7048282,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,HALO
NUSTAR ENERGY LP,UNIT COM,67058H102,1247,145200,SH,SOLE,145200,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,
ORAGENICS INC,COM PAR,684023302,2675,4612166,SH,SOLE,4612166,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,OGEN
PRECIGEN INC,COM,74017N105,281488,82790616,SH,SOLE,82790616,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,PGEN
PTC THERAPEUTICS INC,COM,69366J200,6136,137551,SH,SOLE,137551,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,PTCT
TC PIPELINES LP,UT COM LTD PRT,87233Q108,2666,97000,SH,SOLE,97000,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,
ZIOPHARM ONCOLOGY INC,COM,98973P101,49,20144,SH,SOLE,20144,0,0,0001542294,03-31-2020,13F-HR,false,"Third Security, LLC",05-13-2020,ZIOP
