nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBVIE INC,COM,00287Y109,10800,110000,SH,SOLE,110000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,ABBV
ALEXION PHARMACEUTICALS INC,COM,015351109,9540,85000,SH,SOLE,85000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,ALXN
AMGEN INC,COM,031162100,7783,33000,SH,SOLE,33000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,AMGN
ARCUS BIOSCIENCES INC,COM,03969F109,3078,124404,SH,SOLE,124404,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,RCUS
ARENA PHARMACEUTICALS INC,COM NEW,040047607,5015,79672,SH,SOLE,79672,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,ARNA
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,6153,49889,SH,SOLE,49889,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,BMRN
BRISTOL-MYERS SQUIBB CO,COM,110122108,10084,171493,SH,SOLE,171493,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,BMY
CYMABAY THERAPEUTICS INC,COM,23257D103,1002,287000,SH,SOLE,287000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,CBAY
EIGER BIOPHARMACEUTICALS INC,COM,28249U105,1920,200000,SH,SOLE,200000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,EIGR
FATE THERAPEUTICS INC,COM,31189P102,5335,155505,SH,SOLE,155505,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,FATE
GW PHARMACEUTICALS PLC,ADS,36197T103,2700,22000,SH,SOLE,22000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,GWPH
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,4704,84626,SH,SOLE,84626,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,HZNP
IQVIA HLDGS INC,COM,46266C105,5675,40000,SH,SOLE,40000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,IQV
MOMENTA PHARMACEUTICALS INC,COM,60877T100,2928,88000,SH,SOLE,88000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,
MYOKARDIA INC,COM,62857M105,5507,57000,SH,SOLE,57000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,MYOK
ORASURE TECHNOLOGIES INC,COM,68554V108,917,78875,SH,SOLE,78875,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,OSUR
TRANSLATE BIO INC,COM,89374L104,1613,90000,SH,SOLE,90000,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,TBIO
VERTEX PHARMACEUTICALS INC,COM,92532F100,6475,22305,SH,SOLE,22305,0,0,0001694620,06-30-2020,13F-HR,false,"Copernicus Capital Management, LLC",08-14-2020,VRTX
