nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
10X GENOMICS INC,CL A COM,88025U109,3404,54620,SH,SOLE,54620,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,TXG
ABEONA THERAPEUTICS INC,COM,00289Y107,391,186350,SH,SOLE,186350,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ABEO
ABIOMED INC,COM,003654100,1401,857,SH,SOLE,857,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,ABMD
ACCELERON PHARMA INC,COM,00434H108,6891,76681,SH,SOLE,76681,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,XLRN
ACHIEVE LIFE SCIENCE INC,COM NEW,004468203,436,1333333,SH,SOLE,1333333,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ACHV
ADAPTIVE BIOTECHNOLOGIES COR,COM,00650F109,5417,195000,SH,SOLE,195000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
ALEXION PHARMACEUTICALS INC,COM,015351109,18676,207996,SH,SOLE,207996,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ALXN
ALEXION PHARMACEUTICALS INC,COM,015351109,130,1000,SH,SOLE,1000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ALXN
ALEXION PHARMACEUTICALS INC,COM,015351109,198,1000,SH,SOLE,1000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ALXN
AMARIN CORP PLC,SPONS ADR NEW,023111206,2425,606320,SH,SOLE,606320,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,AMRN
AMARIN CORP PLC,SPONS ADR NEW,023111206,3144,5176,SH,SOLE,5176,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,AMRN
APPLIED GENETIC TECHNOL CORP,COM,03820J100,680,207358,SH,SOLE,207358,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,AGTC
APYX MED CORP,COM,03837C106,2522,702449,SH,SOLE,702449,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,APYX
ARCUS BIOSCIENCES INC,COM,03969F109,88,6336,SH,SOLE,6336,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,RCUS
ARDELYX INC,COM,039697107,1840,323641,SH,SOLE,323641,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ARDX
ATRICURE INC,COM,04963C209,13066,388994,SH,SOLE,388994,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ATRC
ATRICURE INC,COM,04963C209,94,650,SH,SOLE,650,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ATRC
ATRICURE INC,COM,04963C209,64,1000,SH,SOLE,1000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ATRC
ATRICURE INC,COM,04963C209,530,2000,SH,SOLE,2000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ATRC
ATRICURE INC,COM,04963C209,715,2000,SH,SOLE,2000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ATRC
AURINIA PHARMACEUTICALS INC,COM,05156V102,1435,98913,SH,SOLE,98913,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,AUPH
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,3943,496660,SH,SOLE,496660,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,AVDL
AXSOME THERAPEUTICS INC,COM,05464T104,4,100,SH,SOLE,100,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,AXSM
BOSTON SCIENTIFIC CORP,COM,101137107,4079,125000,SH,SOLE,125000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,BSX
BRISTOL MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,755,198740,SH,SOLE,198740,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
CASTLE BIOSCIENCES INC,COM,14843C105,3306,110899,SH,SOLE,110899,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,CSTL
CATABASIS PHARMACEUTICALS IN,COM NEW,14875P206,75,18110,SH,SOLE,18110,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,CATB
CATALYST PHARMACEUTICALS INC,COM,14888U101,5571,1446953,SH,SOLE,1446953,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,CPRX
CERUS CORP,COM,157085101,3145,676321,SH,SOLE,676321,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,CERS
CORBUS PHARMACEUTICALS HLDGS,COM,21833P103,629,120000,SH,SOLE,120000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,CRBP
CORBUS PHARMACEUTICALS HLDGS,COM,21833P103,302,1699,SH,SOLE,1699,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,CRBP
CYMABAY THERAPEUTICS INC,COM,23257D103,35,3540,SH,SOLE,3540,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,CBAY
CYTOKINETICS INC,NOTE 4.000%11/1,23282WAA8,3304,2500000,PRN,SOLE,2500000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
DERMTECH INC,COM,24984K105,2138,190000,SH,SOLE,190000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
DEXCOM INC,COM,252131107,10012,37183,SH,SOLE,37183,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,DXCM
LILLY ELI  CO,COM,532457108,248,500,SH,SOLE,500,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
LILLY ELI  CO,COM,532457108,339,1000,SH,SOLE,1000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ESTABLISHMENT LABS HLDGS INC,COM,G31249108,13368,925102,SH,SOLE,925102,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ESTA
EVOLUS INC,COM,30052C107,587,141442,SH,SOLE,141442,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,EOLS
EVOLUS INC,COM,30052C107,70,1280,SH,SOLE,1280,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,EOLS
FIRST TR EXCHANGE TRADED FD,HLTH CARE ALPH,33734X143,1238,3300,SH,SOLE,3300,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
GILEAD SCIENCES INC,COM,375558103,3738,50000,SH,SOLE,50000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,GILD
GILEAD SCIENCES INC,COM,375558103,241,550,SH,SOLE,550,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,GILD
GREENLANE HLDGS INC,CL A,395330103,944,549017,SH,SOLE,549017,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
GUARDANT HEALTH INC,COM,40131M109,3791,54475,SH,SOLE,54475,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,GH
SELECT SECTOR SPDR TR,SBI HEALTHCARE,81369Y209,1058,7530,SH,SOLE,7530,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,972,32816,SH,SOLE,32816,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,HZNP
ICU MED INC,COM,44930G107,25581,126784,SH,SOLE,126784,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ICUI
ICU MED INC,COM,44930G107,92,150,SH,SOLE,150,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ICUI
ICU MED INC,COM,44930G107,2295,1065,SH,SOLE,1065,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,ICUI
IMMUNOMEDICS INC,COM,452907108,377,1656,SH,SOLE,1656,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,IMMU
IMMUNOVANT INC,UNIT 12/18/2024,45258J201,2895,175010,SH,SOLE,175010,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
INOVALON HLDGS INC,COM CL A,45781D101,18393,1104040,SH,SOLE,1104040,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
INOVALON HLDGS INC,COM CL A,45781D101,131,1250,SH,SOLE,1250,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,
INOVALON HLDGS INC,COM CL A,45781D101,247,3500,SH,SOLE,3500,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,
INSPIRE MED SYS INC,COM,457730109,22001,364980,SH,SOLE,364980,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,INSP
INTERSECT ENT INC,COM,46071F103,8080,681865,SH,SOLE,681865,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,XENT
INVACARE CORP,COM,461203101,11946,1607846,SH,SOLE,1607846,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,IVC
INVESCO QQQ TR,UNIT SER 1,46090E103,486,675,SH,SOLE,675,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ISHARES TR,USA MOMENTUM FCT,46432F396,279,600,SH,SOLE,600,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ISHARES TR,RUSSELL 2000 ETF,464287655,182,400,SH,SOLE,400,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ISHARES TR,RUSSELL 2000 ETF,464287655,392,700,SH,SOLE,700,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ISHARES TR,RUSSELL 2000 ETF,464287655,616,1688,SH,SOLE,1688,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,
ITAMAR MED LTD,SPONSORED ADS,465437101,1802,152947,SH,SOLE,152947,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,ITMR
KALA PHARMACEUTICALS INC,COM,483119103,11,4367,SH,SOLE,4367,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Put,KALA
MEDTRONIC PLC,SHS,G5960L103,4,2000,SH,SOLE,2000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,MDT
MEDTRONIC PLC,SHS,G5960L103,28,2750,SH,SOLE,2750,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,MDT
MILLENDO THERAPEUTICS INC,COM,60040X103,285,1280,SH,SOLE,1280,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,Call,MLND
MISONIX INC,COM,604871103,3014,320000,SH,SOLE,320000,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,MSON
MOMENTA PHARMACEUTICALS INC,COM,60877T100,6697,246214,SH,SOLE,246214,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,
NANOSTRING TECHNOLOGIES INC,COM,63009R109,21916,911253,SH,SOLE,911253,0,0,0001590144,03-31-2020,13F-HR,false,"PURA VIDA INVESTMENTS, LLC",05-15-2020,,NSTG
