nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ACADIA PHARMACEUTICALS INC,COM,004225108,4508,93000, SH ,SOLE,93000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ACAD
ACCELERATE DIAGNOSTICS INC,COM,00430H102,33258,2193795, SH ,SOLE,2193795,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,AXDX
ACCELERON PHARMA INC,COM,00434H108,1779,18672, SH ,SOLE,18672,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,XLRN
ALBIREO PHARMA INC,COM,01345P106,1272,48000, SH ,SOLE,48000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ALBO
AMARIN CORP PLC,SPONS ADR NEW,023111206,1799,260000, SH ,SOLE,260000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,AMRN
AMICUS THERAPEUTICS INC,COM,03152W109,573,38000, SH ,SOLE,38000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,FOLD
APELLIS PHARMACEUTICALS INC,COM,03753U106,261,8000, SH ,SOLE,8000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,APLS
ARENA PHARMACEUTICALS INC,COM,040047607,1385,22000, SH ,SOLE,22000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ARNA
ARVINAS INC,COM,04335A105,503,15000, SH ,SOLE,15000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ARVN
ASPIRA WOMEN'S HEALTH INC,COM,04537Y109,12661,3297247, SH ,SOLE,3297247,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,AWH
BIOCRYST PHARMACEUTICALS INC,COM,09058V103,95,20000, SH ,SOLE,20000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,BCRX
BIOGEN INC,COM,09062X103,2943,11000, SH ,SOLE,11000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,BIIB
BIOHAVEN PHARMACEUTICAL HOLDING CO LTD,COM,G11196105,731,10000, SH ,SOLE,10000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,BHVN
BLUEBIRD BIO INC,COM,09609G100,3662,60000, SH ,SOLE,60000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,BLUE
BMY CVR RTS 03/31/21,RIGHT,110122157,2531,706848, SH ,SOLE,706848,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
BRISTOL-MYERS SQUIBB CO,COM,110122108,46592,792386, SH ,SOLE,792386,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,BMY
CHEMOCENTRYX INC,COM,16383L106,1726,30000, SH ,SOLE,30000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,CCXI
CONTINENTAL RESOURCES INC,COM,212015101,677,38600, SH ,SOLE,38600,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
CONTRAFECT CORP,COM,212326102,1634,255700, SH ,SOLE,255700,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
CORCEPT THERAPEUTICS INC,COM,218352102,841,50000, SH ,SOLE,50000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,CORT
DICERNA PHARMACEUTICALS INC,COM,253031108,254,10000, SH ,SOLE,10000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,DRNA
EPIZYME INC,COM,29428V104,1124,70000, SH ,SOLE,70000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,EPZM
EQUITRANS MIDSTREAM CORPORATIO,COM,294600101,1106,133050, SH ,SOLE,133050,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,
G1 THERAPEUTICS INC,COM,3621LQ109,970,40000, SH ,SOLE,40000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,GTHX
GILEAD SCIENCES INC,COM,375558103,769,10000, SH ,SOLE,10000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,GILD
HARROW HEALTH INC,COM,415858109,938,180000, SH ,SOLE,180000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,HROW
IMMUNOGEN INC,COM,45253H101,874,190000, SH ,SOLE,190000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,IMGN
INARI MEDICAL INC,COM,45332Y109,484,10000, SH ,SOLE,10000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,NARI
INFLARX NV,COM,N44821101,321,70000, SH ,SOLE,70000,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,IFRX
INTERCEPT PHARMACEUTICALS INC,COM,45845P108,398,8300, SH ,SOLE,8300,0,0,0001618205,06-30-2020,13F-HR/A,true,"Birchview Capital, LP",09-25-2020,ICPT
