nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
"Aclaris Therapeutics, Inc.",Common,00461U105,2668,1647214,SH,SOLE,1647214,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ACRS
Aduro Biotech Inc,Common,00739L101,11824,5118560,SH,SOLE,5118560,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Akero Therapeutics Inc,Common,00973Y108,14732,591169,SH,SOLE,591169,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,AKRO
"Amyris, Inc",Common,03236M200,43475,10181472,SH,SOLE,10181472,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Arcutis Biotherapeutics Inc,Common,03969K108,38990,1289360,SH,SOLE,1289360,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ARQT
Arrowhead Pharmaceuticals Inc,Common,04280A100,24899,576505,SH,SOLE,576505,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ARWR
Ascendis Pharma A/S,ADR,04351P101,265886,1797745,SH,SOLE,1797745,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ASND
Atricure Inc,Common,04963C209,2903,64573,SH,SOLE,64573,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ATRC
Aurinia Pharmaceuticals Inc.,Common,05156V102,8137,500732,SH,SOLE,500732,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,AUPH
Avadel Pharmaceuticals PLC,ADR,05337M104,28491,3526093,SH,SOLE,3526093,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,AVDL
Avrobio Inc,Common,05455M100,4426,253625,SH,SOLE,253625,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,AVRO
Black Diamond Therapeutics Inc,Common,09203E105,6339,150349,SH,SOLE,150349,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,BDTX
Calliditas Therapeutics AB,SPONSORED ADS,13124Q106,13456,580000,SH,SOLE,580000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,CALT
Celldex Therapeutics Inc,Common,15117B202,20800,1600000,SH,SOLE,1600000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,CLDX
"Codexis, Inc",Common,192005106,17030,1493903,SH,SOLE,1493903,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,
Constellation Pharmaceutical,Common,210373106,4216,140298,SH,SOLE,140298,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,CNST
Crinetics Pharmaceuticals Inc,Common,22663K107,40587,2316628,SH,SOLE,2316628,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,CRNX
Cymabay Therapeutics Inc,Common,23257D103,7292,2089356,SH,SOLE,2089356,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,CBAY
DBV Technologies S.A.,ADR,23306J101,1185,269995,SH,SOLE,269995,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,DBVT
Eiger BioPharmaceuticals Inc,Common,28249U105,17196,1791257,SH,SOLE,1791257,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,EIGR
Galmed Pharmaceuticals Ltd,SHS,M47238106,4111,860103,SH,SOLE,860103,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,GLMD
Genetron Holdings Ltd,ADS,37186H100,76522,6339860,SH,SOLE,6339860,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,GTH
"Homology Medicines, Inc.",Common,438083107,13302,875696,SH,SOLE,875696,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,FIXX
IGM Biosciences Inc,Common,449585108,8722,119480,SH,SOLE,119480,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,IGMS
Insmed Inc,Common,457669307,19480,800000,SH,SOLE,800000,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,INSM
Iveric Bio Inc,Common,46583P102,30429,5966527,SH,SOLE,5966527,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,ISEE
Kadmon Holdings Inc,Common,48283N106,27381,5347768,SH,SOLE,5347768,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,KDMN
"Kala Pharmaceuticals, Inc.",Common,483119103,8270,786883,SH,SOLE,786883,0,0,0001674712,06-30-2020,13F-HR,false,"Vivo Capital, LLC",08-14-2020,KALA
