nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ACADIA PHARMACEUTICALS INC,COM,004225108,13684,323889,SH,SOLE,323889,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,ACAD
ACLARIS THERAPEUTICS INC,COM,00461U105,2171,2087312,SH,SOLE,2087312,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,ACRS
AMICUS THERAPEUTICS INC,COM,03152W109,11546,1249611,SH,SOLE,1249611,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,FOLD
ANAPTYSBIO INC,COM,032724106,42899,3036014,SH,SOLE,3036014,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,ANAB
ARCUS BIOSCIENCES INC,COM,03969F109,4054,292100,SH,SOLE,292100,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,RCUS
ARVINAS INC,COM,04335A105,61580,1528031,SH,SOLE,1528031,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,ARVN
ASSEMBLY BIOSCIENCES INC,COM,045396108,38420,2590680,SH,SOLE,2590680,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,ASMB
ATRECA INC,CL A COM,04965G109,18307,1106180,SH,SOLE,1106180,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,BCEL
BLUEPRINT MEDICINES CORP,COM,09627Y109,816,13946,SH,SOLE,13946,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,BPMC
BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,8544,2248300,SH,SOLE,2248300,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,
CHIASMA INC,COM,16706W102,5521,1512627,SH,SOLE,1512627,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,CAIHF
CORVUS PHARMACEUTICALS INC,COM,221015100,1556,737612,SH,SOLE,737612,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,CRVS
CRINETICS PHARMACEUTICALS IN,COM,22663K107,5145,350000,SH,SOLE,350000,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,CRNX
CRISPR THERAPEUTICS AG,NAMEN AKT,H17182108,1294,30510,SH,SOLE,30510,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,CRSP
CYCLERION THERAPEUTICS INC,COM,23255M105,7267,2742276,SH,SOLE,2742276,0,0,0001587114,03-31-2020,13F-HR,false,"EcoR1 Capital, LLC",05-12-2020,CYCN
