nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBOTT LABS,COM,002824100,5816,73698,SH,SOLE,73698,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ABT
ABBVIE INC,COM,00287Y109,6381,83750,SH,SOLE,83750,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ABBV
ACADIA PHARMACEUTCLS,COM,004225108,10032,237450,SH,SOLE,32850,0,204600,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ACAD
AERIE PHARMACEUTIC,COM,00771V108,6097,451631,SH,SOLE,68040,0,383591,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,AERI
ALNYLAM PHARMACUETCL,COM,02043Q107,8469,77800,SH,SOLE,12900,0,64900,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ALNY
AMGEN INC,COM,031162100,2920,14403,SH,SOLE,14403,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,AMGN
AMICUS THERAPEUTICS,COM,03152W109,14396,1557961,SH,SOLE,359704,0,1198257,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,FOLD
APELLIS PHARMACEUTIC,COM,03753U106,10151,378923,SH,SOLE,97260,0,281663,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,APLS
APREA THERAPEUTICS,COM,03836J102,51109,1470340,SH,SOLE,1470340,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,APRE
ARCUS BIOSCIENCES,COM,03969F109,3626,261213,SH,SOLE,40866,0,220347,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,RCUS
ASSEMBLY BIOSCIENCES,COM,045396108,9039,609494,SH,SOLE,181093,0,428401,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ASMB
ASTRAZENECA,SPONSORED ADR,046353108,7405,165800,SH,SOLE,165800,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,AZN
ATRICURE INC,COM,04963C209,8619,256606,SH,SOLE,58112,0,198494,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ATRC
BIOMARIN PHARMAC INC,COM,09061G101,15549,184011,SH,SOLE,74511,0,109500,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,BMRN
BIOGEN INC,COM,09062X103,11387,35992,SH,SOLE,35992,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,BIIB
BOSTON SCIENTIFIC,COM,101137107,15478,474334,SH,SOLE,101726,0,372608,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,BSX
BRISTOL MYERS SQUIBB,COM,110122108,10701,191974,SH,SOLE,191974,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,BMY
CIGNA CORP,COM,125523100,6911,39007,SH,SOLE,39007,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,CI
CARDIOVASCULAR SYS,COM,141619106,5705,162032,SH,SOLE,38050,0,123982,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,CSII
CHANGE HEALTHCARE IN,COM,15912K100,6462,646895,SH,SOLE,146895,0,500000,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
COLLEGIUM PHARMACEUT,COM,19459J104,7259,444521,SH,SOLE,154570,0,289951,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,COLL
DECIPHERA PHARMACEUT,COM,24344T101,8401,204059,SH,SOLE,79051,0,125008,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,DCPH
DR REDDYS LABS LTD,ADR,256135203,297,7354,SH,SOLE,7354,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,RDY
EVOLENT HEALTH INC,COM,30050B101,7307,1345672,SH,SOLE,508530,0,837142,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
EXELIXIS INC,COM,30161Q104,12193,708090,SH,SOLE,173590,0,534500,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,EXEL
FIBROGEN INC,COM,31572Q808,11659,335506,SH,SOLE,99546,0,235960,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,FGEN
GILEAD SCIENCES INC,COM,375558103,4758,63650,SH,SOLE,63650,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,GILD
GLOBAL BLOOD THERA,COM,37890U108,9058,177294,SH,SOLE,26541,0,150753,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,GBT
GUARDANT HEALTH INC,COM,40131M109,644,9250,SH,SOLE,9250,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,GH
HMS HOLDINGS CORP,COM,40425J101,8091,320175,SH,SOLE,72375,0,247800,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
HILL-ROM HLDS INC,COM,431475102,11780,117099,SH,SOLE,25200,0,91899,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
HOMOLOGY MEDICINES,COM,438083107,595,38281,SH,SOLE,38281,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,FIXX
IRHYTHM TECHNOLOGIES,COM,450056106,7340,90225,SH,SOLE,20325,0,69900,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,IRTC
ILLUMINA INC,COM,452327109,2439,8930,SH,SOLE,8930,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,ILMN
IMMUNOMEDICS INC,COM,452907108,10273,762123,SH,SOLE,210204,0,551919,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,IMMU
INCYTE CORPORATION,COM,45337C102,1245,17000,SH,SOLE,17000,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,INCY
INSPIRE MED SYS INC,COM,457730109,6806,112900,SH,SOLE,13900,0,99000,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,INSP
LILLY ELI  CO,COM,532457108,4899,35315,SH,SOLE,35315,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,
MERCK  CO INC,COM,58933Y105,7879,102400,SH,SOLE,102400,0,0,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MRK
MIRATI THERAPEUTICS,COM,60468T105,5696,74100,SH,SOLE,13900,0,60200,0001274413,03-31-2020,13F-HR,false,Sectoral Asset Management Inc,05-13-2020,MRTX
