nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
AFFIMED N V                        ,COM,N01045108,4352,942989,SH,SOLE,942989,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AFMD
AGILENT TECHNOLOGIES INC           ,COM,00846U101,44,500,SH,SOLE,500,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,A
ALBIREO PHARMA INC                 ,COM,01345P106,2067,78029,SH,SOLE,78029,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,ALBO
AMARIN CORP PLC                    ,SPONS ADR NEW,023111206,33120,4786101,SH,SOLE,4786101,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AMRN
AMNEAL PHARMACEUTICALS INC         ,COM STK CL A,03168L105,4220,886587,SH,SOLE,886587,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AMRX
APELLIS PHARMACEUTICALS INC        ,COM,03753U106,13748,420932,SH,SOLE,420932,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,APLS
ASCENDIS PHARMA A S                ,SPONSORED ADR,04351P101,32589,220344,SH,SOLE,220344,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,ASND
ASTRAZENECA PLC                    ,SPONSORED ADR,046353108,29732,562151,SH,SOLE,562151,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AZN
AURINIA PHARMACEUTICALS INC        ,COM,05156V102,8910,548325,SH,SOLE,548325,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AUPH
AUTOLUS THERAPEUTICS PLC           ,SPON ADS,05280R100,4142,258360,SH,SOLE,258360,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,AUTL
BIOCRYST PHARMACEUTICALS INC       ,COM,09058V103,23100,4847792,SH,SOLE,4847792,0,0,0001697013,06-30-2020,13F-HR,false,"Eversept Partners, LP",08-13-2020,BCRX
