nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBOTT LABS,COM,002824100,22310,205000,SH,SOLE,0,0,205000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ABT
ABBVIE INC,COM,00287Y109,24525,280000,SH,SOLE,0,0,280000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ABBV
ABEONA THERAPEUTICS INC,COM,00289Y107,944,925000,SH,SOLE,0,0,925000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ABEO
ABIOMED INC,COM,003654100,19394,70000,SH,SOLE,0,0,70000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ABMD
ACCELERON PHARMA INC,COM,00434H108,16317,145000,SH,SOLE,0,0,145000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,XLRN
ACCOLADE INC,COM,00437E102,5896,151674,SH,SOLE,0,0,151674,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,6438,625000,SH,SOLE,0,0,625000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ADVM
AERIE PHARMACEUTICALS INC,COM,00771V108,10005,850000,SH,SOLE,0,0,850000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,AERI
AGIOS PHARMACEUTICALS INC,COM,00847X104,3150,90000,SH,SOLE,0,0,90000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,AGIO
ALEXION PHARMACEUTICALS INC,COM,015351109,25175,220000,SH,SOLE,0,0,220000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ALXN
ALKERMES PLC,SHS,G01767105,5137,310000,SH,SOLE,0,0,310000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ALKS
ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,14560,100000,SH,SOLE,0,0,100000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ALNY
AMARIN CORP PLC,SPONS ADR NEW,023111206,1263,300000,SH,SOLE,0,0,300000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,AMRN
ANTHEM INC,COM,036752103,24173,90000,SH,SOLE,0,0,90000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ANTM
APELLIS PHARMACEUTICALS INC,COM,03753U106,6788,225000,SH,SOLE,0,0,225000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,APLS
ARENA PHARMACEUTICALS INC,COM NEW,040047607,15764,210778,SH,SOLE,0,0,210778,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ARNA
AXONICS MODULATION TECH INC,COM,05465P101,23478,460000,SH,SOLE,0,0,460000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,AXNX
BAXTER INTL INC,COM,071813109,12465,155000,SH,SOLE,0,0,155000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BAX
BECTON DICKINSON  CO,COM,075887109,8144,35000,SH,SOLE,0,0,35000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BDX
BIOGEN INC,COM,09062X103,9361,33000,SH,SOLE,0,0,33000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BIIB
BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,20153,310000,SH,SOLE,0,0,310000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BHVN
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,56630,744354,SH,SOLE,0,0,744354,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BMRN
BLUEBIRD BIO INC,COM,09609G100,5816,107797,SH,SOLE,0,0,107797,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BLUE
BOSTON SCIENTIFIC CORP,COM,101137107,17195,450000,SH,SOLE,0,0,450000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BSX
BRISTOL MYERS SQUIBB CO,COM,110122108,17484,290000,SH,SOLE,0,0,290000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,BMY
CELLECTIS S A,SPONS ADS,15117K103,2675,144604,SH,SOLE,0,0,144604,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,CMVLF
CENTENE CORP DEL,COM,15135B101,17499,300000,SH,SOLE,0,0,300000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,CNC
CHEVRON CORP,COM,166764100,214,2974,SH,SOLE,0,0,2974,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
CIGNA CORP NEW,COM,125523100,25412,150000,SH,SOLE,0,0,150000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,CI
COOPER COS INC,COM NEW,216648402,20227,60000,SH,SOLE,0,0,60000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
CVS HEALTH CORP,COM,126650100,14016,240000,SH,SOLE,0,0,240000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,3998,925534,SH,SOLE,0,0,925534,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,DVAX
EDWARDS LIFESCIENCES CORP,COM,28176E108,9578,120000,SH,SOLE,0,0,120000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,EW
EPIZYME INC REG,COM,29428V104,3161,265000,SH,SOLE,0,0,265000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,EPZM
ESPERION THERAPEUTICS INC NE,COM,29664W105,16912,455000,SH,SOLE,0,0,455000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ESPR
EXACT SCIENCES CORP,COM,30063P105,8156,80000,SH,SOLE,0,0,80000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,EXAS
FIBROGEN INC,COM,31572Q808,5962,145000,SH,SOLE,0,0,145000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,FGEN
FORD MTR CO DEL,COM,345370860,194,29164,SH,SOLE,0,0,29164,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
G1 THERAPEUTICS INC REG,COM,3621LQ109,2195,190000,SH,SOLE,0,0,190000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,GTHX
GILEAD SCIENCES INC,COM,375558103,18325,290000,SH,SOLE,0,0,290000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,GILD
GLAUKOS CORP,COM,377322102,6933,140000,SH,SOLE,0,0,140000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,GKOS
GUARDANT HEALTH INC REG,COM,40131M109,26827,240000,SH,SOLE,0,0,240000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,GH
HCA HEALTHCARE INC,COM,40412C101,9351,75000,SH,SOLE,0,0,75000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,HCA
HORIZON THERAPEUTICS PUB LTD,SHS,G46188101,53988,695000,SH,SOLE,0,0,695000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,HZNP
HUMANA INC,COM,444859102,24833,60000,SH,SOLE,0,0,60000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,HUM
IMMUNOMEDICS INC,COM,452907108,18821,221351,SH,SOLE,0,0,221351,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,IMMU
INCYTE CORP LTD,COM,45337C102,3590,40000,SH,SOLE,0,0,40000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,INCY
INTRA CELLULAR THERAPIES INC,COM,46116X101,12189,475000,SH,SOLE,0,0,475000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
INTUITIVE SURGICAL INC,COM NEW,46120E602,8514,12000,SH,SOLE,0,0,12000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,ISRG
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,11193,340000,SH,SOLE,0,0,340000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,IOVA
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,24240,170000,SH,SOLE,0,0,170000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,JAZZ
LILLY ELI  CO,COM,532457108,24423,165000,SH,SOLE,0,0,165000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
LIVANOVA PLC,SHS,G5509L101,9494,210000,SH,SOLE,0,0,210000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,LIVN
LIVONGO HEALTH INC,COM,539183103,23383,166961,SH,SOLE,0,0,166961,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
MACROGENICS INC,COM,556099109,16014,635711,SH,SOLE,0,0,635711,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MGNX
MEDTRONIC PLC,SHS,G5960L103,22943,220780,SH,SOLE,0,0,220780,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MDT
MEIRAGTX HOLDINGS PLC,COM,G59665102,4965,375000,SH,SOLE,0,0,375000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MGTX
MERCK  CO INC,COM,58933Y105,13272,160000,SH,SOLE,0,0,160000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MRK
MIRATI THERAPEUTICS INC,COM,60468T105,18981,114311,SH,SOLE,0,0,114311,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MRTX
MYOKARDIA INC,COM,62857M105,25903,190000,SH,SOLE,0,0,190000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MYOK
MYOVANT SCIENCES LTD,COM,G637AM102,5339,380000,SH,SOLE,0,0,380000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,MYOV
NEKTAR THERAPEUTICS,COM,640268108,16590,1000000,SH,SOLE,0,0,1000000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,NKTR
NEUROCRINE BIOSCIENCES INC,COM,64125C109,7212,75000,SH,SOLE,0,0,75000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,NBIX
NOVOCURE LTD REG,ORD SHS,G6674U108,45593,409600,SH,SOLE,0,0,409600,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,NVCR
PIERIS PHARMACEUTICALS INC,COM,720795103,621,300000,SH,SOLE,0,0,300000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,PIRS
QUALCOMM INC,COM,747525103,280,2381,SH,SOLE,0,0,2381,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,
RADIUS HEALTH INC,COM NEW,750469207,3763,331826,SH,SOLE,0,0,331826,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,RDUS
REGENERON PHARMACEUTICALS,COM,75886F107,12595,22500,SH,SOLE,0,0,22500,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,REGN
REVANCE THERAPEUTICS INC,COM,761330109,5531,220000,SH,SOLE,0,0,220000,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,RVNC
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,4167,1736176,SH,SOLE,0,0,1736176,0001599882,09-30-2020,13F-HR,false,Rhenman  Partners Asset Management AB,10-13-2020,RIGL
