nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
AQUABOUNTY TECHNOLOGIES INC,COM NEW,03842K200,45898,14253912,SH,SOLE,14253912,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,AQB
EMERGENT BIOSOLUTIONS INC,COM,29089Q105,301,3810,SH,SOLE,3810,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,EBS
ENERGY TRANSFER LP,COM UT LTD PTN,29273V100,7647,1073990,SH,SOLE,1073990,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,
ENTERPRISE PRODS PARTNERS L,COM,293792107,20636,1135734,SH,SOLE,1135734,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,
HALOZYME THERAPEUTICS INC,COM,40637H109,94482,3524141,SH,SOLE,3524141,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,HALO
NUSTAR ENERGY LP,UNIT COM,67058H102,2073,145200,SH,SOLE,145200,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,
ORAGENICS INC,COM PAR,684023302,3200,4612166,SH,SOLE,4612166,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,OGEN
PRECIGEN INC,COM,74017N105,413125,82790616,SH,SOLE,82790616,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,PGEN
PTC THERAPEUTICS INC,COM,69366J200,12983,255873,SH,SOLE,255873,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,PTCT
QUAKER CHEM CORP,COM,747316107,239,1290,SH,SOLE,1290,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,
TC PIPELINES LP,UT COM LTD PRT,87233Q108,3013,97000,SH,SOLE,97000,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,
ZIOPHARM ONCOLOGY INC,COM,98973P101,66,20144,SH,SOLE,20144,0,0,0001542294,06-30-2020,13F-HR,false,"Third Security, LLC",08-10-2020,ZIOP
