nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ACTINIUM PHARMACEUTICALS INC,COM,00507W107,13006,37000000,SH,SOLE,37000000,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ATNM
ADMA BIOLOGICS INC,COM,000899104,7789,2658290,SH,SOLE,2658290,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ADMA
AKEBIA THERAPEUTICS INC,COM,00972D105,95485,7031283,SH,SOLE,7031283,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,AKBA
APELLIS PHARMACEUTICALS INC,COM,03753U106,327,10000,SH,SOLE,10000,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,APLS
APREA THERAPEUTICS INC,COM,03836J102,48560,1252185,SH,SOLE,1252185,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,APRE
APTOSE BIOSCIENCES INC,COM NEW,03835T200,43980,6969904,SH,SOLE,6969904,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,APTO
ARAVIVE INC,COM,03890D108,11226,964456,SH,SOLE,964456,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ARAV
ASSEMBLY BIOSCIENCES INC,COM,045396108,74053,3175535,SH,SOLE,3175535,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ASMB
ATARA BIOTHERAPEUTICS INC,COM,046513107,76321,5238218,SH,SOLE,5238218,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ATRA
AURINIA PHARMACEUTICALS INC,COM,05156V102,75097,4621325,SH,SOLE,4621325,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,AUPH
AXOVANT GENE THERAPIES,COM,G0750W203,10302,3653303,SH,SOLE,3653303,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,AXGT
BELLUS HEALTH INC NEW,COM NEW,07987C204,19783,1922503,SH,SOLE,1922503,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,BLU
CAREDX INC,COM,14167L103,79101,2232612,SH,SOLE,2232612,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,CDNA
CHEMOCENTRYX INC,COM,16383L106,98188,1706426,SH,SOLE,1706426,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,CCXI
COMPUGEN LTD,ORD,M25722105,61243,4077421,SH,SOLE,4077421,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,CGEN
CYTOKINETICS INC,COM NEW,23282W605,78894,3347232,SH,SOLE,3347232,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,CYTK
GENMARK DIAGNOSTICS INC,COM,372309104,101418,6894481,SH,SOLE,6894481,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,GNMK
HARPOON THERAPEUTICS INC,COM,41358P106,14013,844162,SH,SOLE,844162,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,HARP
IVERIC BIO INC,COM,46583P102,23718,4650565,SH,SOLE,4650565,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,ISEE
KADMON HLDGS INC,COM,48283N106,80438,15710548,SH,SOLE,15710548,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,KDMN
KARYOPHARM THERAPEUTICS INC,COM,48576U106,122955,6491812,SH,SOLE,6491812,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,KPTI
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,72449,2843384,SH,SOLE,2843384,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,KNSA
LIMINAL BIOSCIENCES INC,COM,53272L103,35426,3287311,SH,SOLE,3287311,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,LMNL
MACROGENICS INC,COM,556099109,112840,4041535,SH,SOLE,4041535,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,MGNX
MERSANA THERAPEUTICS INC,COM,59045L106,137974,5896326,SH,SOLE,5896326,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,MRSN
OMEROS CORP,COM,682143102,61381,4169872,SH,SOLE,4169872,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,OMER
OVID THERAPEUTICS INC,COM,690469101,18947,2570878,SH,SOLE,2570878,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,OVID
SAREPTA THERAPEUTICS INC,COM,803607100,68259,425716,SH,SOLE,425716,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,SRPT
SILK RD MED INC,COM,82710M100,209,5000,SH,SOLE,5000,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,SILK
SOLENO THERAPEUTICS INC,COM NEW,834203200,6749,3040000,SH,SOLE,3040000,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,SLNO
STEREOTAXIS INC,COM NEW,85916J409,16317,3658537,SH,SOLE,3658537,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,STXS
UNIQURE NV,SHS,N90064101,2253,50000,SH,SOLE,50000,0,0,0001544773,06-30-2020,13F-HR,false,Consonance Capital Management LP,08-10-2020,QURE
