nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBVIE INC,COM,00287Y109,76,1000,SH,SOLE,1000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,ABBV
ALEXION PHARMACEUTICALS INC,COM,015351109,12121,135000,SH,SOLE,135000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,ALXN
ALKERMES PLC,SHS,G01767105,103723,7193000,SH,SOLE,7193000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,ALKS
ALLERGAN PLC,SHS,G0177J108,82794,467500,SH,SOLE,467500,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,
BIOGEN INC,COM,09062X103,203432,643000,SH,SOLE,643000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,BIIB
INNOVIVA INC,COM,45781M101,73405,6242000,SH,SOLE,6242000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,INVA
INTERCEPT PHARMACEUTICALS INC,COM,45845P108,72718,1155000,SH,SOLE,1155000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,ICPT
IRONWOOD PHARMACEUTICALS INC,COM CL A,46333X108,136467,13525000,SH,SOLE,13525000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,IRWD
JAZZ PHARMACEUTICALS PLC,SHS USD,G50871105,76301,765000,SH,SOLE,765000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,JAZZ
MERSANA THERAPEUTICS INC,COM,59045L106,21862,3750000,SH,SOLE,3750000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,76,1000,SH,SOLE,1000,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,MRTX
REGULUS THERAPEUTICS INC,COM NEW,75915K200,853,1851851,SH,SOLE,1851851,0,0,0001577524,03-31-2020,13F-HR,false,Sarissa Capital Management LP,05-15-2020,
