nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
AFFIMED NV,COM,N01045108,1609,1018200,SH,SOLE,1018200,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,AFMD
ALKERMES PLC,SHS,G01767105,2452,170042,SH,SOLE,170042,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ALKS
ALLERGAN PLC,SHS,G0177J108,9741,55000,SH,SOLE,55000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
AMARIN CORPORATION PLC,SPONS ADR NEW,023111206,200,50000,SH,SOLE,50000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,AMRN
AMERISOURCEBERGEN CORP,COM,03073E105,1410,15928,SH,SOLE,15928,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ABC
AMGEN INC,COM,031162100,21503,106069,SH,SOLE,106069,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,AMGN
ANTHEM INC,COM,036752103,13139,57869,SH,SOLE,57869,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ANTM
ARAVIVE INC,COM,03890D108,441,76514,SH,SOLE,76514,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ARAV
ARDELYX INC,COM,039697107,3533,621534,SH,SOLE,621534,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ARDX
ARENA PHARMACEUTICALS INC,COM NEW,040047607,3576,85153,SH,SOLE,85153,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ARNA
ASCENDIS PHARMA A/S,SPONSORED ADR,04351P101,1564,13889,SH,SOLE,13889,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ASND
ASLAN PHARMACEUTICALS LTD,ADS,04522R101,1321,1294911,SH,SOLE,1294911,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ASLN
ATRECA INC,CL A COM,04965G109,782,47252,SH,SOLE,47252,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,BCEL
BELLICUM PHARMACEUTICALS INC,COM NEW,079481404,58,12272,SH,SOLE,12272,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,BLCM
BIOGEN INC,COM,09062X103,13268,41938,SH,SOLE,41938,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,BIIB
BOSTON SCIENTIFIC CORP,COM,101137107,12913,395747,SH,SOLE,395747,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,BSX
BRISTOL-MYERS SQUIBB CO,RIGHT,110122157,8538,2246900,SH,SOLE,2246900,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
CATALYST BIOSCIENCES INC,COM NEW,14888D208,956,218714,SH,SOLE,218714,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,CBIO
CEL-SCI CORP,COM PAR NEW,150837607,15038,1303100,SH,SOLE,1303100,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,Put,
COHERUS BIOSCIENCES INC,COM,19249H103,17483,1077839,SH,SOLE,1077839,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,CHRS
CYMABAY THERAPEUTICS INC,COM,23257D103,196,132474,SH,SOLE,132474,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,CBAY
DYADIC INTERNATIONAL INC,COM,26745T101,935,179795,SH,SOLE,179795,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,DYAI
ENVISTA HOLDINGS CORP,COM,29415F104,12802,856922,SH,SOLE,856922,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,NVST
ESPERION THERAPEUTICS INC,COM,29664W105,2541,80600,SH,SOLE,80600,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ESPR
GW PHARMACEUTICALS PLC,ADS,36197T103,14716,168044,SH,SOLE,168044,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,GWPH
HARROW HEALTH INC,COM,415858109,1190,311640,SH,SOLE,311640,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,HROW
HCA HEALTHCARE INC,COM,40412C101,7002,77932,SH,SOLE,77932,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,HCA
HEALTHEQUITY INC,COM,42226A107,1553,30700,SH,SOLE,30700,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
I-MAB,SPONSORED ADS,44975P103,6145,472675,SH,SOLE,472675,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
IMMUNOVANT INC,COM,45258J102,1776,114133,SH,SOLE,114133,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
IMMUNOVANT INC,*W EXP 12/18/2024,45258J110,715,307700,SH,SOLE,307700,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
KADMON HOLDINGS INC,COM,48283N106,1414,337500,SH,SOLE,337500,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,KDMN
KODIAK SCIENCES INC,COM,50015M109,716,15000,SH,SOLE,15000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,KOD
LEAP THERAPEUTICS INC,COM,52187K101,1737,1099542,SH,SOLE,1099542,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,LPTX
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,2100,210000,SH,SOLE,210000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
MCKESSON CORP,COM,58155Q103,17900,132340,SH,SOLE,132340,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,CAKFF
MEDNAX INC,COM,58502B106,2057,176690,SH,SOLE,176690,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MD
MEDPACE HOLDINGS INC,COM,58506Q109,1531,20858,SH,SOLE,20858,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
MEI PHARMA INC,COM NEW,55279B202,4001,2485098,SH,SOLE,2485098,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MEIP
MENLO THERAPEUTICS INC,COM,586858102,61,22913,SH,SOLE,22913,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
MERCK  CO INC,COM,58933Y105,7162,93083,SH,SOLE,93083,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MRK
MERSANA THERAPEUTICS INC,COM,59045L106,969,166250,SH,SOLE,166250,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MRSN
MESOBLAST LTD,SPONS ADR,590717104,35,8100,SH,SOLE,8100,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,Put,MEOBF
MIRUM PHARMACEUTICALS INC,COM,604749101,150,10701,SH,SOLE,10701,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MIRM
MOLINA HEALTHCARE INC,COM,60855R100,5026,35973,SH,SOLE,35973,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MOH
MORPHIC HOLDING INC,COM,61775R105,729,49686,SH,SOLE,49686,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,MORF
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,1004,88185,SH,SOLE,88185,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,NLTX
NEXTGEN HEALTHCARE INC,COM,65343C102,946,90657,SH,SOLE,90657,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
OSMOTICA PHARMACEUTICALS PLC,SHS,G6S41R101,1829,575000,SH,SOLE,575000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,OSMT
PROGYNY INC,COM,74340E103,913,43100,SH,SOLE,43100,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
PROVENTION BIO INC,COM,74374N102,387,42100,SH,SOLE,42100,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,PRVB
QUANTERIX CORP,COM,74766Q101,4355,237081,SH,SOLE,237081,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,QTRX
RADIUS HEALTH INC,COM NEW,750469207,5036,387402,SH,SOLE,387402,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,RDUS
RAPT THERAPEUTICS INC,COM,75382E109,304,14298,SH,SOLE,14298,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,RAPT
SIERRA ONCOLOGY INC,COM NEW,82640U404,151,15395,SH,SOLE,15395,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,SRRA
SPDR GOLD SHARES,GOLD SHS,78463V107,9579,64702,SH,SOLE,64702,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
SUPERNUS PHARMACEUTICALS INC,COM,868459108,450,25000,SH,SOLE,25000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,SUPN
SYNEOS HEALTH INC,CL A,87166B102,3041,77131,SH,SOLE,77131,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,SYNH
SYROS PHARMACEUTICALS INC,COM,87184Q107,2778,468532,SH,SOLE,468532,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,SYRS
TEVA PHARMACEUTICAL INDUSTRIES LTD,SPONSORED ADS,881624209,5143,572681,SH,SOLE,572681,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,TEVA
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,1687,417577,SH,SOLE,417577,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,TRIL
UNITED THERAPEUTICS CORP,COM,91307C102,8612,90823,SH,SOLE,90823,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,UTHR
UNITEDHEALTH GROUP INC,COM,91324P102,5461,21900,SH,SOLE,21900,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,UNH
VANDA PHARMACEUTICALS INC,COM,921659108,7472,721193,SH,SOLE,721193,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,VNDA
VERASTEM INC,COM,92337C104,1299,492085,SH,SOLE,492085,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,VSTM
VIKING THERAPEUTICS INC,COM,92686J106,3520,752241,SH,SOLE,752241,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,VKTX
WALGREENS BOOTS ALLIANCE INC,COM,931427108,3175,69400,SH,SOLE,69400,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,Call,
ZAFGEN INC,COM,98885E103,1796,2332164,SH,SOLE,2332164,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,
ZIMMER BIOMET HOLDINGS INC,COM,98956P102,4751,47000,SH,SOLE,47000,0,0,0001482416,03-31-2020,13F-HR,false,"Sio Capital Management, LLC",05-15-2020,,ZBH
