nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
10X GENOMICS INC ,CLASS A COM,88025U109,13816,220000,SH,SOLE,220000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,TXG
1LIFE HEALTHCARE INC ,COM,68269G107,3310,185000,SH,SOLE,185000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ONEM
ABEONA THERAPEUTICS INC ,COM,00289Y107,3060,1500000,SH,SOLE,1500000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ABEO
ACCELERON PHARMA INC ,COM,00434H108,583,6813,SH,SOLE,6813,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,XLRN
ADAPTIVE BIOTECHNOLOGIES CORP,COM,00650F109,13424,495000,SH,SOLE,495000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
ADMA BIOLOGICS INC ,COM,000899104,47764,16584802,SH,SOLE,16584802,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ADMA
AGILE THERAPEUTICS INC ,COM,00847L100,29611,15919325,SH,SOLE,15919325,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,AGRX
AGIOS PHARMACEUTICALS INC ,COM,00847X104,31860,900000,SH,SOLE,900000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,AGIO
ALBIREO PHARMA INC ,COM,01345P106,31931,1960139,SH,SOLE,1960139,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ALBO
ALDEYRA THERAPEUTICS INC,COM,01438T106,7621,3085458,SH,SOLE,3085458,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ALDX
ALECTOR INC ,COM,014442107,12348,511731,SH,SOLE,511731,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ALEC
ALLOGENE THERAPEUTICS INC ,COM,019770106,30011,1543790,SH,SOLE,1543790,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ALLO
ALPHATEC HOLDINGS INC ,COM,02081G201,2021,561574,SH,SOLE,561574,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ATEC
AMICUS THERAPEUTICS INC ,COM,03152W109,232685,25182364,SH,SOLE,25182364,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,FOLD
ANAPTYSBIO INC ,COM,032724106,7070,500000,SH,SOLE,500000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ANAB
APELLIS PHARMACEUTICALS INC ,COM,03753U106,327,11418,SH,SOLE,11418,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,APLS
AQUESTIVE THERAPEUTICS INC ,COM,3843E1047,3833,1750000,SH,SOLE,1750000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
ARENA PHARMACEUTICALS INC ,COM,040047607,28356,675129,SH,SOLE,675129,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ARNA
ARTARA THERAPEUTICS INC ,COM,04300J107,184,8543,SH,SOLE,8543,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
ATHENEX INC ,COM,04685N103,89261,11532467,SH,SOLE,11532467,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ATNX
ATRICURE INC ,COM,04963C209,10152,302227,SH,SOLE,302227,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ATRC
AVADEL PHARMACEUTICALS PLC ,ADR,05337M104,76,8681,SH,SOLE,8681,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,AVDL
AXONICS MODULATION TECHNOLOGIES INC ,COM,05465P101,1188,50000,SH,SOLE,50000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,AXNX
BIO-RAD LABORATORIES INC ,COM,090572207,1218,3489,SH,SOLE,3489,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
BLACK DIAMOND THERAPEUTICS INC ,COM,09203E105,27561,1104656,SH,SOLE,1104656,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,BDTX
BLUEPRINT MEDICINES CORP ,COM,09627Y109,40271,688624,SH,SOLE,688624,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,BPMC
BRIDGEBIO PHARMA INC ,COM,10806X102,194481,6706268,SH,SOLE,6706268,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,BBIO
CERNER CORP ,COM,156782104,6745,105000,SH,SOLE,105000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
CHEMOCENTRYX INC ,COM,16383L106,406,10252,SH,SOLE,10252,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,CCXI
COLLEGIUM PHARMACEUTICAL INC ,COM,19459J104,25339,1551722,SH,SOLE,1551722,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,COLL
CONCERT PHARMACEUTICALS INC ,COM,206022105,19549,2150641,SH,SOLE,2150641,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,CNCE
CRINETICS PHARMACEUTICALS INC ,COM,22663K107,38042,2587953,SH,SOLE,2587953,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,CRNX
CUE BIOPHARMA INC ,COM,22978P106,362,26371,SH,SOLE,26371,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,CUE
CYTOMX THERAPEUTICS INC ,COM,23284F105,24958,3253923,SH,SOLE,3253923,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,CTMX
DBV TECHNOLOGIES SA ,SPONSORED ADR,23306J101,28685,7317809,SH,SOLE,7317809,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,DBVT
DENALI THERAPEUTICS INC ,COM,24823R105,14884,850000,SH,SOLE,850000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,DNLI
DERMTECH INC,COM,24984K105,3215,285856,SH,SOLE,285856,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
EIDOS THERAPEUTICS INC ,COM,28249H104,33652,686922,SH,SOLE,686922,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,EIDX
EIGER BIOPHARMACEUTICALS INC ,COM,28249U105,951,139890,SH,SOLE,139890,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,EIGR
ESTABLISHMENT LABS HOLDINGS INC ,COM,G31249108,13332,922633,SH,SOLE,922633,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,ESTA
FERRARI N.V.,COM,N3167Y103,957,6200,SH,SOLE,6200,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
FREQUENCY THERAPEUTICS INC ,COM,35803L108,54040,3034296,SH,SOLE,3034296,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,FREQ
FULCRUM THERAPEUTICS INC ,COM,359616109,7164,600000,SH,SOLE,600000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,FULC
GALERA THERAPEUTICS INC ,COM,36338D108,3088,325000,SH,SOLE,325000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,GRTX
GILEAD SCIENCES INC ,COM,375558103,11214,1500000,SH,SOLE,1500000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,GILD
GLOBAL BLOOD THERAPEUTICS INC ,COM,37890U108,309897,6065726,SH,SOLE,6065726,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,GBT
HEALTH CATALYST INC ,COM,42225T107,8375,328698,SH,SOLE,328698,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
IDEAYA BIOSCIENCES INC ,COM,45166A102,4702,1141484,SH,SOLE,1141484,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,IDYA
IMMUNOVANT INC ,UNIT 12/18/2024,45258J201,7356,400000,SH,SOLE,400000,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,
INSULET CORP ,COM,45784P101,13708,82733,SH,SOLE,82733,0,0,0001224962,03-31-2020,13F-HR/A,true,PERCEPTIVE ADVISORS LLC,05-18-2020,,PODD
