nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,putcall,ticker
ACADIA PHARMACEUTICALS INC,COM,004225108,7998,165000,SH,SOLE,165000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ACAD
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,18792,900000,SH,SOLE,900000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ADVM
AGIOS PHARMACEUTICALS INC,COM,00847X104,6150,115000,SH,SOLE,115000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,AGIO
ALDEYRA THERAPEUTICS INC,COM,01438T106,4170,1000000,SH,SOLE,1000000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ALDX
ALTIMMUNE INC,COM NEW,02155H200,1607,150000,SH,SOLE,150000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,
ARVINAS INC,COM,04335A105,4025,120000,SH,SOLE,120000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ARVN
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,9614,65000,SH,SOLE,65000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,ASND
AURINIA PHARMACEUTICALS INC,COM,05156V102,8938,550000,SH,SOLE,550000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,AUPH
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,6666,825000,SH,SOLE,825000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,AVDL
AXSOME THERAPEUTICS INC,COM,05464T104,8228,100000,SH,SOLE,100000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,AXSM
BIOCRYST PHARMACEUTICALS INC,COM,09058V103,9054,1900000,SH,SOLE,1900000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,BCRX
CONSTELLATION PHARMCETICLS I,COM,210373106,19533,650000,SH,SOLE,650000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,CNST
FATE THERAPEUTICS INC,COM,31189P102,4289,125000,SH,SOLE,125000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,FATE
HOMOLOGY MEDICINES INC,COM,438083107,3570,235000,SH,SOLE,235000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,FIXX
INVESCO CURRENCYSHARES EURO,EURO SHS,46138K103,212,2000,SH,SOLE,2000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,
GILEAD SCIENCES INC,COM,375558103,1924,25000,SH,SOLE,25000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,GILD
GILEAD SCIENCES INC,COM,375558103,9618,125000,SH,SOLE,125000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,Call,GILD
IMMUNOMEDICS INC,COM,452907108,20378,575000,SH,SOLE,575000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,IMMU
IMMUNOVANT INC,COM,45258J102,12784,525000,SH,SOLE,525000,0,0,0001595851,06-30-2020,13F-HR,false,"Ghost Tree Capital, LLC",08-14-2020,,
