nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBVIE,Common Stocks,00287Y109,313,4114,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ABBV
ADVERIUM BIOTECHNOLOGIES INC,Common Stocks,00773U108,2367,242300,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ADVM
ALEXION PHARMACEUTICALS INC,Common Stocks,015351109,11012,122645,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ALXN
ALLERGAN PLC SHS,Common Stocks,G0177J108,382,2157,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
AMARIN CORPORATION,Common Stocks,023111206,3032,757906,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,AMRN
AMGEN INC,Common Stocks,031162100,221,1092,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,AMGN
ARENA PHARMACEUTICALS INC,Common Stocks,040047607,3920,93329,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ARNA
ATRICURE INC,Common Stocks,04963C209,25220,750818,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ATRC
BAXTER INTERNATIONAL INC,Common Stocks,071813109,265,3258,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,BAX
BIO TECHNE CORP,Common Stocks,09073M104,4808,25356,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,TECH
BIOMARIN PHARMACEUTICAL INC,Common Stocks,09061G101,8886,105157,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,BMRN
BLUEBIRD BIO INC,Common Stocks,09609G100,4230,92047,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,BLUE
CAREDX INC,Common Stocks,14167L103,23702,1085752,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,CDNA
CENTENE CORPORATION,Common Stocks,15135B101,530,8917,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,CNC
CODEXIS INC,Common Stocks,192005106,16590,1486598,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
DIREXION DAILY SP BIOTECH BEAR 3X SHARES,Common Stocks,25460E539,217,15401,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
DYNATRONICS CORP,Common Stocks,268157401,389,450000,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
EPIZYME INC,Common Stocks,29428V104,3027,195160,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,EPZM
GLAUKOS CORPORATION,Common Stocks,377322102,2795,90565,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,GKOS
GLOBAL BLOOD THERAPEUTICS INC,Common Stocks,37890U108,577,11300,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,GBT
GRIFOLS SA SPONSORED ADR CLASS B,Common Stocks,398438408,205,10166,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,GRFS
GW PHARMACEUTICALS PLC,Common Stocks,36197T103,560,6400,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,GWPH
HALOZYME THERAPEUTICS INC,Common Stocks,40637H109,29334,1630591,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,HALO
HEALTH CARE SELECT SECTOR SPDR ETF,ETF,81369Y209,1616,18241,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
HEALTH CATALYST INC,Common Stocks,42225T107,290,11100,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
HERON THERAPEUTICS INC,Common Stocks,427746102,8117,691400,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,HRTX
HILL-ROM HOLDINGS INC,Common Stocks,431475102,213,2121,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
IMMUNOMEDICS INC,Common Stocks,452907108,27191,2017103,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,IMMU
INSMED INC,Common Stocks,457669307,16346,1019737,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,INSM
INTERSECT ENT INC,Common Stocks,46071F103,17227,1453729,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,XENT
INVESCO SMALLCAP HEALTH CARE ETF,ETF,46138E149,1787,17285,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
IONIS PHARMACEUTICALS INC,Common Stocks,462222100,9260,195850,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,IONS
IOVANCE BIOTHERAPEUTICS INC,Common Stocks,462260100,15890,530805,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,IOVA
ISHARES NASDAQ BIOTECHNOLOGY ETF,ETF,464287556,1801,16713,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
ISHARES US MEDICAL DEVICES ETF,ETF,464288810,17080,7580,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
ITAMAR MEDICAL LTD,Common Stocks,465437101,960,81500,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,ITMR
JOHNSON AND JOHNSON,Common Stocks,478160104,283,2161,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,JNJ
LEMAITRE VASCULAR INC,Common Stocks,525558201,1199,48129,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,LMAT
LHC GROUP INC,Common Stocks,50187A107,2018,14393,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,LHCG
LIGAND PHARMACEUTICALS INC,Common Stocks,53220K504,3262,44859,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,LGND
MERCK  CO INC,Common Stocks,58933Y105,327,4247,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,MRK
MODEL N INC,Common Stocks,607525102,20565,925921,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
MYOKARDIA INC,Common Stocks,62857M105,5630,120095,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,MYOK
NEOGENOMICS INC,Common Stocks,64049M209,16860,610664,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,NEO
NOVARTIS AG-SPONSORED ADR,Common Stocks,66987V109,291,3535,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,NVS
ORTHOPEDIATRICS CORP,Common Stocks,68752L100,4766,120234,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,KIDS
OXFORD IMMUNOTEC GLOBAL PLC,Common Stocks,G6855A103,37503,4050040,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,OXFD
PFENEX INC,Common Stocks,717071104,20636,2339671,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,
PFIZER INC,Common Stocks,717081103,276,8469,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,PFE
QUIDEL CORP,Common Stocks,74838J101,5234,53512,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,QDEL
REPRO-MED SYSTEMS INC,Common Stocks,759910102,54289,7238592,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,KRMD
SANOFI-SYNTHELABO,Common Stocks,80105N105,291,6650,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,SNY
SEASPINE HOLDINGS CORP,Common Stocks,81255T108,36680,4489553,SH,SOLE,0,0,0,0001600004,03-31-2020,13F-HR,false,"First Light Asset Management, LLC",05-15-2020,SPNE
