nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ACLARIS THERAPEUTICS INC,COM,00461U105,2724,2619187,SH,SOLE,2619187,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,ACRS
ADAPTHEALTH CORP,COM CL A,00653Q102,3534,220896,SH,SOLE,220896,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,
ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,435,159826,SH,SOLE,159826,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,ADAP
AMGEN INC,COM,031162100,2675,13193,SH,SOLE,13193,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,AMGN
ANTHEM INC,COM,036752103,9842,43351,SH,SOLE,43351,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,ANTM
ATRICURE INC,COM,04963C209,1124,33453,SH,SOLE,33453,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,ATRC
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,696,87676,SH,SOLE,87676,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,AVDL
AVANTOR INC,COM,05352A100,3115,249382,SH,SOLE,249382,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,
AXSOME THERAPEUTICS INC,COM,05464T104,728,12367,SH,SOLE,12367,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,AXSM
BECTON DICKINSON  CO,COM,075887109,7123,31000,SH,SOLE,31000,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,BDX
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,2417,28599,SH,SOLE,28599,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,BMRN
BRISTOL-MYERS SQUIBB CO,COM,110122108,7632,136925,SH,SOLE,136925,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,BMY
CENTENE CORP DEL,COM,15135B101,2269,38196,SH,SOLE,38196,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,CNC
CHARLES RIV LABS INTL INC,COM,159864107,1659,13147,SH,SOLE,13147,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,
CIGNA CORP NEW,COM,125523100,12656,71428,SH,SOLE,71428,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,CI
DAVITA INC,COM,23918K108,2066,27164,SH,SOLE,27164,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,DVA
DENTSPLY SIRONA INC,COM,24906P109,2044,52645,SH,SOLE,52645,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,XRAY
ENCOMPASS HEALTH CORP,COM,29261A100,3561,55614,SH,SOLE,55614,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,EHC
EVOLENT HEALTH INC,NOTE 2.000%12/0,30050BAB7,9265,11096000,SH,SOLE,11096000,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,
FATE THERAPEUTICS INC,COM,31189P102,905,40732,SH,SOLE,40732,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,FATE
FLUIDIGM CORP DEL,COM,34385P108,590,232291,SH,SOLE,232291,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,FLDM
GENOCEA BIOSCIENCES INC,COM NEW,372427401,455,264307,SH,SOLE,264307,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,GNCA
GW PHARMACEUTICALS PLC,ADS,36197T103,1479,16890,SH,SOLE,16890,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,GWPH
HCA HEALTHCARE INC,COM,40412C101,509,5666,SH,SOLE,5666,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,HCA
HILL ROM HLDGS INC,COM,431475102,2640,26240,SH,SOLE,26240,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,
HOLOGIC INC,COM,436440101,16626,473667,SH,SOLE,473667,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,HOLX
INSMED INC,COM PAR $.01,457669307,1192,74365,SH,SOLE,74365,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,INSM
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,605,20207,SH,SOLE,20207,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,IOVA
IQVIA HLDGS INC,COM,46266C105,899,8332,SH,SOLE,8332,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,IQV
JOHNSON  JOHNSON,COM,478160104,6359,48491,SH,SOLE,48491,0,0,0001633055,03-31-2020,13F-HR,false,Endurant Capital Management LP,05-15-2020,JNJ
