nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
10X GENOMICS INC-CLASS A,COM,88025U109,4539,50819,SH,SOLE,50819,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,TXG
AIMMUNE THERAPEUTICS INC,COM,00900T107,1680,100544,SH,SOLE,100544,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,
AMICUS THERAPEUTICS INC,COM,03152W109,3540,234753,SH,SOLE,234753,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,FOLD
ANTARES PHARMA INC,COM,036642106,3573,1299202,SH,SOLE,1299202,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,ATRS
ARCUS BIOSCIENCES INC,COM,03969F109,1264,51074,SH,SOLE,51074,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,RCUS
ARENA PHARMACEUTICALS INC,COM,040047607,10884,172896,SH,SOLE,172896,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,ARNA
ASCENDIS PHARMA A/S - ADR,ADR,04351P101,7040,47599,SH,SOLE,47599,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,ASND
AVADEL PHARMACEUTICALS PLC,ADR,05337M104,4312,533632,SH,SOLE,533632,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,AVDL
BIONTECH SE,ADR,09075V102,2578,38626,SH,SOLE,38626,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,BNTX
BIO-RAD LABORATORIES-A,COM,090572207,2905,6434,SH,SOLE,6434,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,
BLUEBIRD BIO INC,COM,09609G100,1526,25000,SH,SOLE,25000,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,BLUE
BRISTOL-MYERS SQUIBB-CVR,RTS,110122157,12738,3558046,SH,SOLE,3558046,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,
CENTENE CORP,COM,15135B101,4919,77402,SH,SOLE,77402,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,CNC
CYTOKINETICS INC,COM,23282W605,4857,206086,SH,SOLE,206086,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,CYTK
FATE THERAPEUTICS INC,COM,31189P102,3745,109165,SH,SOLE,109165,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,FATE
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,10815,171316,SH,SOLE,171316,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,GBT
GRITSTONE ONCOLOGY INC,COM,39868T105,1480,222817,SH,SOLE,222817,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,GRTS
GUARDANT HEALTH INC,COM,40131M109,7792,96039,SH,SOLE,96039,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,GH
LEAP THERAPEUTICS INC,COM,52187K101,1883,900733,SH,SOLE,900733,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,LPTX
MAGENTA THERAPEUTICS INC,COM,55910K108,1585,211063,SH,SOLE,211063,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,MGTA
MARINUS PHARMACEUTICALS INC,COM,56854Q101,1489,586243,SH,SOLE,586243,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,MRNS
MOMENTA PHARMACEUTICALS INC,COM,60877T100,5296,159197,SH,SOLE,159197,0,0,0001657134,06-30-2020,13F-HR,false,"Asymmetry Capital Management, L.P.",08-05-2020,
