nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,34114,12541888,SH,SOLE,12541888,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ADAP
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,71054,7272714,SH,SOLE,7272714,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ADVM
ALECTOR INC,COM,014442107,99593,4127348,SH,SOLE,4127348,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ALEC
ARDELYX INC,COM,039697107,36479,6416684,SH,SOLE,6416684,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ARDX
ARCUTIS BIOTHERAPEUTICS INC,COM,03969K108,34722,1165184,SH,SOLE,1165184,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ARQT
ARVINAS INC,COM,04335A105,148017,3672872,SH,SOLE,3672872,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ARVN
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,553473,4914955,SH,SOLE,4914955,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ASND
AXSOME THERAPEUTICS INC,COM,05464T104,112018,1904094,SH,SOLE,1904094,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,AXSM
BLACK DIAMOND THERAPEUTICS INC,COM,09203E105,64618,2589904,SH,SOLE,2589904,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,BDTX
CHEMOCENTRYX INC,COM,16383L106,167828,4176910,SH,SOLE,4176910,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,CCXI
COMPUGEN LTD,ORD,M25722105,21471,2957434,SH,SOLE,2957434,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,CGEN
CONCERT PHARMACEUTICALS INC,COM,206022105,16429,1858474,SH,SOLE,1858474,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,CNCE
CRINETICS PHARMACEUTICALS INC,COM,22663K107,28830,1961209,SH,SOLE,1961209,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,CRNX
EIDOS THERAPEUTICS INC,COM,28249H104,105949,2162671,SH,SOLE,2162671,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,EIDX
ESSA PHARMA INC,COM NEW,29668H708,3837,959300,SH,SOLE,959300,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,EPIX
89BIO INC,COM,282559103,79821,3161214,SH,SOLE,3161214,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ETNB
EXELIXIS INC,COM,30161Q104,77920,4524961,SH,SOLE,4524961,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,EXEL
GILEAD SCIENCES INC,COM,375558103,40968,548000,SH,SOLE,548000,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,GILD
GALERA THERAPEUTICS INC,COM,36338D108,8485,893115,SH,SOLE,893115,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,GRTX
IGM BIOSCIENCES INC,COM,449585108,55180,982723,SH,SOLE,982723,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,IGMS
IMMUNOGEN INC,COM,45253H101,17617,5166303,SH,SOLE,5166303,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,IMGN
IMARA INC,COM,45249V107,23313,1454348,SH,SOLE,1454348,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,IMRA
INSMED INC,COM PAR $.01,457669307,1401,87405,SH,SOLE,87405,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,INSM
KALA PHARMACEUTICALS INC,COM,483119103,95588,10874613,SH,SOLE,10874613,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,KALA
MOMENTA PHARMACEUTICALS INC,COM,60877T100,68855,2531445,SH,SOLE,2531445,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,
NOVOCURE LTD,ORD SHS,G6674U108,17448,259099,SH,SOLE,259099,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,NVCR
ORCHARD THERAPEUTICS PLC,ADS,68570P101,57048,10364658,SH,SOLE,10364658,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,ORTX
PASSAGE BIO INC,COM,702712100,5081,322630,SH,SOLE,322630,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,PASG
PHATHOM PHARMACEUTICALS INC,COM,71722W107,95725,3707408,SH,SOLE,3707408,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,PHAT
PREVAIL THERAPEUTICS INC,COM,74140Y101,39502,3240534,SH,SOLE,3240534,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,PRVL
PORTOLA PHARMACEUTICALS INC,COM,737010108,3062,429399,SH,SOLE,429399,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,
UNIQURE NV,SHS,N90064101,3899,82180,SH,SOLE,82180,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,QURE
RA PHARMACEUTICALS INC,COM,74933V108,233245,4858260,SH,SOLE,4858260,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,
RELMADA THERAPEUTICS INC,COM,75955J402,47071,1379988,SH,SOLE,1379988,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,RLMD
RETROPHIN INC,COM,761299106,60789,4166453,SH,SOLE,4166453,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,RTRX
RHYTHM PHARMACEUTICALS INC,COM,76243J105,82528,5422312,SH,SOLE,5422312,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,RYTM
SCPHARMACEUTICALS INC,COM,810648105,26041,3518998,SH,SOLE,3518998,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,SCPH
SELECTA BIOSCIENCES INC,COM,816212104,2098,870633,SH,SOLE,870633,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,SELB
SOLID BIOSCIENCES INC,COM,83422E105,10925,4571164,SH,SOLE,4571164,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,SLDB
STOKE THERAPEUTICS INC,COM,86150R107,25647,1119963,SH,SOLE,1119963,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,STOK
SATSUMA PHARMACEUTICALS INC,COM,80405P107,100754,4681858,SH,SOLE,4681858,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,STSA
TG THERAPEUTICS INC,COM,88322Q108,102212,10387411,SH,SOLE,10387411,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,TGTX
TRILLIUM THERAPEUTICS INC,COM NEW,89620X506,25700,6361446,SH,SOLE,6361446,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,TRIL
VERICEL CORP,COM,92346J108,917,100000,SH,SOLE,100000,0,0,0001346824,03-31-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",05-15-2020,VCEL
