nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,130655,13052464,SH,SOLE,13052464,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ADAP
ADVERUM BIOTECHNOLOGIES INC,COM,00773U108,162898,7801641,SH,SOLE,7801641,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ADVM
AKOUOS INC,COM,00973J101,51328,2281249,SH,SOLE,2281249,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,AKUS
ALECTOR INC,COM,014442107,100872,4127348,SH,SOLE,4127348,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ALEC
ARDELYX INC,COM,039697107,43325,6260904,SH,SOLE,6260904,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ARDX
ARCUTIS BIOTHERAPEUTICS INC,COM,03969K108,35235,1165184,SH,SOLE,1165184,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ARQT
ARVINAS INC,COM,04335A105,123188,3672872,SH,SOLE,3672872,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ARVN
ARYA SCIENCES ACQUISITION CORP,UNIT 06/09/2027,G31655114,8117,700000,SH,SOLE,700000,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,726922,4914955,SH,SOLE,4914955,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ASND
AVADEL PHARMACEUTICALS PLC,SPONSORED ADR,05337M104,25259,3126131,SH,SOLE,3126131,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,AVDL
AXSOME THERAPEUTICS INC,COM,05464T104,167451,2035132,SH,SOLE,2035132,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,AXSM
BLACK DIAMOND THERAPEUTICS INC,COM,09203E105,109190,2589904,SH,SOLE,2589904,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,BDTX
CHEMOCENTRYX INC,COM,16383L106,277740,4826910,SH,SOLE,4826910,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,CCXI
CELLDEX THERAPEUTICS INC NEW,COM NEW,15117B202,14950,1150000,SH,SOLE,1150000,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,CLDX
CONCERT PHARMACEUTICALS INC,COM,206022105,18492,1858474,SH,SOLE,1858474,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,CNCE
CRINETICS PHARMACEUTICALS INC,COM,22663K107,40799,2328698,SH,SOLE,2328698,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,CRNX
EIDOS THERAPEUTICS INC,COM,28249H104,103095,2162671,SH,SOLE,2162671,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,EIDX
ESSA PHARMA INC,COM NEW,29668H708,5266,849300,SH,SOLE,849300,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,EPIX
89BIO INC,COM,282559103,63003,3161214,SH,SOLE,3161214,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,ETNB
FORMA THERAPEUTICS HLDGS INC,SHS,34633R104,418952,9011651,SH,SOLE,9011651,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,FMTX
GERON CORP,COM,374163103,65675,30126299,SH,SOLE,30126299,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,GERN
GALERA THERAPEUTICS INC,COM,36338D108,5891,825118,SH,SOLE,825118,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,GRTX
IGM BIOSCIENCES INC,COM,449585108,71739,982723,SH,SOLE,982723,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,IGMS
IMARA INC,COM,45249V107,22915,829348,SH,SOLE,829348,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,IMRA
INSMED INC,COM PAR $.01,457669307,2407,87405,SH,SOLE,87405,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,INSM
KALA PHARMACEUTICALS INC,COM,483119103,114292,10874613,SH,SOLE,10874613,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,KALA
KEROS THERAPEUTICS INC,COM,492327101,70331,1875000,SH,SOLE,1875000,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,KROS
LARIMAR THERAPEUTICS INC,COM,517125100,19470,1515151,SH,SOLE,1515151,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,LRMR
LEGEND BIOTECH CORP,SPONSORED ADS,52490G102,105631,2481942,SH,SOLE,2481942,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,LEGN
LYRA THERAPEUTICS INC,COM,55234L105,9252,815849,SH,SOLE,815849,0,0,0001346824,06-30-2020,13F-HR,false,"RA CAPITAL MANAGEMENT, L.P.",08-14-2020,LYRA
