nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ABBVIE,Common Stocks,00287Y109,587,5981,SH,SOLE,5981,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,ABBV
ADVERIUM BIOTECHNOLOGIES INC,Common Stocks,00773U108,9809,469798,SH,SOLE,469798,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,ADVM
AGILENT TECHNOLOGIES INC,Common Stocks,00846U101,225,2548,SH,SOLE,2548,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,A
AMARIN CORPORATION,Common Stocks,023111206,7442,1075458,SH,SOLE,1075458,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,AMRN
AMGEN INC,Common Stocks,031162100,258,1092,SH,SOLE,1092,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,AMGN
ANTHEM INC COM,Common Stocks,036752103,209,795,SH,SOLE,795,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,ANTM
ARENA PHARMACEUTICALS INC,Common Stocks,040047607,16687,265090,SH,SOLE,265090,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,ARNA
ATRICURE INC,Common Stocks,04963C209,24262,539762,SH,SOLE,539762,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,ATRC
BAXTER INTERNATIONAL INC,Common Stocks,071813109,281,3258,SH,SOLE,3258,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,BAX
BIO RAD LABS INC,Common Stocks,090572207,247,548,SH,SOLE,548,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,
BIOMARIN PHARMACEUTICAL INC,Common Stocks,09061G101,12742,103310,SH,SOLE,103310,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,BMRN
CAREDX INC,Common Stocks,14167L103,47226,1332938,SH,SOLE,1332938,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,CDNA
CODEXIS INC,Common Stocks,192005106,13315,1168022,SH,SOLE,1168022,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,
DYNATRONICS CORP,Common Stocks,268157401,401,455655,SH,SOLE,455655,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,
GENMAB AS,Common Stocks,372303206,20211,596374,SH,SOLE,596374,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,GMAB
GLAUKOS CORPORATION,Common Stocks,377322102,25012,651021,SH,SOLE,651021,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,GKOS
GLOBAL BLOOD THERAPEUTICS INC,Common Stocks,37890U108,18580,294316,SH,SOLE,294316,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,GBT
GRIFOLS SA SPONSORED ADR CLASS B,Common Stocks,398438408,185,10166,SH,SOLE,10166,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,GRFS
GW PHARMACEUTICALS PLC,Common Stocks,36197T103,626,5100,SH,SOLE,5100,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,GWPH
HALOZYME THERAPEUTICS INC,Common Stocks,40637H109,39104,1458545,SH,SOLE,1458545,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,HALO
HEALTH CARE SELECT SECTOR SPDR ETF,ETF,81369Y209,1825,18241,SH,SOLE,18241,0,0,0001600004,06-30-2020,13F-HR,false,"First Light Asset Management, LLC",08-14-2020,
