nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
10X GENOMICS INC,CL A COM,88025U109,4736,76000,SH,SOLE,76000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,TXG
ACADIA HEALTHCARE COMPANY IN,COM,00404A109,16515,900000,SH,SOLE,900000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ACHC
ACADIA PHARMACEUTICALS INC,COM,004225108,43306,1025000,SH,SOLE,1025000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ACAD
ACCELERON PHARMA INC,COM,00434H108,1573,17500,SH,SOLE,17500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,XLRN
ACLARIS THERAPEUTICS INC,COM,00461U105,1664,1600000,SH,SOLE,1600000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ACRS
ADAPTIMMUNE THERAPEUTICS PLC,SPONDS ADR,00653A107,3264,1200000,SH,SOLE,1200000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ADAP
ADAPTIVE BIOTECHNOLOGIES COR,COM,00650F109,15140,545000,SH,SOLE,545000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
AEGLEA BIOTHERAPEUTICS INC,COM,00773J103,3728,800000,SH,SOLE,800000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AGLE
AGIOS PHARMACEUTICALS INC,COM,00847X104,37449,1055500,SH,SOLE,1055500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AGIO
AKERO THERAPEUTICS INC,COM,00973Y108,4770,225000,SH,SOLE,225000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AKRO
ALIGN TECHNOLOGY INC,COM,016255101,22179,127500,SH,SOLE,127500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ALGN
ALLAKOS INC,COM,01671P100,10455,235000,SH,SOLE,235000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ALLK
ALLOGENE THERAPEUTICS INC,COM,019770106,4860,250000,SH,SOLE,250000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ALLO
ALNYLAM PHARMACEUTICALS INC,COM,02043Q107,41526,381500,SH,SOLE,381500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ALNY
AMARIN CORP PLC,SPONS ADR NEW,023111206,18600,4650000,SH,SOLE,4650000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AMRN
AMGEN INC,COM,031162100,25544,126000,SH,SOLE,126000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AMGN
AMICUS THERAPEUTICS INC,COM,03152W109,9240,1000000,SH,SOLE,1000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,FOLD
ANAPTYSBIO INC,COM,032724106,4239,300000,SH,SOLE,300000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ANAB
APPLIED THERAPEUTICS INC,COM,03828A101,27646,845700,SH,SOLE,845700,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,APLT
APREA THERAPEUTICS INC,COM,03836J102,17380,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,APRE
ARDELYX INC,COM,039697107,27572,4850000,SH,SOLE,4850000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ARDX
ARGENX SE,SPONSORED ADR,04016X101,32603,247500,SH,SOLE,247500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ARGX
ARVINAS INC,COM,04335A105,11486,285000,SH,SOLE,285000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ARVN
ASCENDIS PHARMA A S,SPONSORED ADR,04351P101,24042,213500,SH,SOLE,213500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ASND
ASSEMBLY BIOSCIENCES INC,COM,045396108,22245,1500000,SH,SOLE,1500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ASMB
AXONICS MODULATION TECHNOLOG,COM,05465P101,3176,125000,SH,SOLE,125000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,AXNX
BAXTER INTL INC,COM,071813109,52368,645000,SH,SOLE,645000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BAX
BEIGENE LTD,SPONSORED ADR,07725L102,26444,214800,SH,SOLE,214800,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BGNE
BIOGEN INC,COM,09062X103,56948,180000,SH,SOLE,180000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BIIB
BIOHAVEN PHARMACTL HLDG CO L,COM,G11196105,6806,200000,SH,SOLE,200000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BHVN
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,32110,380000,SH,SOLE,380000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BMRN
BLUEPRINT MEDICINES CORP,COM,09627Y109,43100,737000,SH,SOLE,737000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BPMC
BOSTON SCIENTIFIC CORP,COM,101137107,35893,1100000,SH,SOLE,1100000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,BSX
BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,704,185150,SH,SOLE,185150,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
CENTENE CORP DEL,COM,15135B101,44558,750000,SH,SOLE,750000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CNC
CHIASMA INC,COM,16706W102,4928,1350000,SH,SOLE,1350000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CAIHF
CIGNA CORP NEW,COM,125523100,24982,141000,SH,SOLE,141000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CI
COHERUS BIOSCIENCES INC,COM,19249H103,31629,1950000,SH,SOLE,1950000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CHRS
COLLEGIUM PHARMACEUTICAL INC,COM,19459J104,19188,1175000,SH,SOLE,1175000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,COLL
COMPUGEN LTD,ORD,M25722105,7986,1100000,SH,SOLE,1100000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CGEN
CONMED CORP,COM,207410101,10309,180000,SH,SOLE,180000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CNMD
CONSTELLATION PHARMCETICLS I,COM,210373106,7339,233500,SH,SOLE,233500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CNST
COVETRUS INC,COM,22304C100,168,20683,SH,SOLE,20683,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
CYTOKINETICS INC,NOTE 4.000%11/1,23282WAA8,10573,8000000,PRN,SOLE,8000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
DECIPHERA PHARMACEUTICALS IN,COM,24344T101,13792,335000,SH,SOLE,335000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,DCPH
DYNAVAX TECHNOLOGIES CORP,COM NEW,268158201,5560,1575000,SH,SOLE,1575000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,DVAX
EDWARDS LIFESCIENCES CORP,COM,28176E108,36592,194000,SH,SOLE,194000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,EW
ENCOMPASS HEALTH CORP,COM,29261A100,52184,815000,SH,SOLE,815000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,EHC
EPIZYME INC,COM,29428V104,30322,1955000,SH,SOLE,1955000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,EPZM
EXACT SCIENCES CORP,COM,30063P105,24592,424000,SH,SOLE,424000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,EXAS
FIBROGEN INC,COM,31572Q808,10634,306000,SH,SOLE,306000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,FGEN
FIVE PRIME THERAPEUTICS INC,COM,33830X104,908,400000,SH,SOLE,400000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,FPRX
FORTY SEVEN INC,COM,34983P104,42691,447400,SH,SOLE,447400,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
FRESHPET INC,COM,358039105,25388,397500,SH,SOLE,397500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
GALAPAGOS NV,SPON ADR,36315X101,34286,175000,SH,SOLE,175000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GLPG
GALERA THERAPEUTICS INC,COM,36338D108,4750,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GRTX
GAMIDA CELL LTD,SHS,M47364100,3020,1000000,SH,SOLE,1000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GMDA
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,14305,280000,SH,SOLE,280000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GBT
GLOBAL CORD BLOOD CORPORATIO,SHS,G39342103,2942,925000,SH,SOLE,925000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,CO
GUARDANT HEALTH INC,COM,40131M109,13224,190000,SH,SOLE,190000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GH
GW PHARMACEUTICALS PLC,ADS,36197T103,2627,30000,SH,SOLE,30000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,GWPH
HCA HEALTHCARE INC,COM,40412C101,46722,520000,SH,SOLE,520000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,HCA
HEALTH CATALYST INC,COM,42225T107,11114,425000,SH,SOLE,425000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
HEALTHEQUITY INC,COM,42226A107,15430,305000,SH,SOLE,305000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
HOMOLOGY MEDICINES INC,COM,438083107,6605,425000,SH,SOLE,425000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,FIXX
HUMANA INC,COM,444859102,49458,157500,SH,SOLE,157500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,HUM
IDEXX LABS INC,COM,45168D104,30280,125000,SH,SOLE,125000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,IDXX
IMARA INC,COM,45249V107,7148,445936,SH,SOLE,445936,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,IMRA
IMMUNOMEDICS INC,COM,452907108,14154,1050000,SH,SOLE,1050000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,IMMU
IMMUNOVANT INC,COM,45258J102,3891,250000,SH,SOLE,250000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
INCYTE CORP,COM,45337C102,18308,250000,SH,SOLE,250000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,INCY
INSMED INC,NOTE 1.750% 1/1,457669AA7,5040,6000000,PRN,SOLE,6000000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
INSPIRE MED SYS INC,COM,457730109,12056,200000,SH,SOLE,200000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,INSP
INSULET CORP,COM,45784P101,48379,292000,SH,SOLE,292000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,PODD
INTERSECT ENT INC,COM,46071F103,5925,500000,SH,SOLE,500000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,XENT
INTUITIVE SURGICAL INC,COM NEW,46120E602,75520,152500,SH,SOLE,152500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,ISRG
INVITAE CORP,COM,46185L103,15721,1150000,SH,SOLE,1150000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,NVTA
IRHYTHM TECHNOLOGIES INC,COM,450056106,52471,645000,SH,SOLE,645000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,IRTC
JOHNSON  JOHNSON,COM,478160104,13769,105000,SH,SOLE,105000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,JNJ
KARUNA THERAPEUTICS INC,COM,48576A100,12960,180000,SH,SOLE,180000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,KRTX
MACROGENICS INC,COM,556099109,1339,230000,SH,SOLE,230000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MGNX
MADRIGAL PHARMACEUTICALS INC,COM,558868105,16690,250000,SH,SOLE,250000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MDGL
MERSANA THERAPEUTICS INC,COM,59045L106,7188,1233000,SH,SOLE,1233000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MRSN
MIRATI THERAPEUTICS INC,COM,60468T105,26251,341500,SH,SOLE,341500,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MRTX
MIRUM PHARMACEUTICALS INC,COM,604749101,17402,1243000,SH,SOLE,1243000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,MIRM
MOMENTA PHARMACEUTICALS INC,COM,60877T100,10880,400000,SH,SOLE,400000,0,0,0001595725,03-31-2020,13F-HR,false,Rock Springs Capital Management LP,05-15-2020,
