nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ADAMAS PHARMACEUTICALS INC,COM,00548A106,2458,960000,SH,SOLE,960000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,ADMS
AMARIN CORP PLC,SPONSORED ADR,023111206,3149,455000,SH,SOLE,455000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,AMRN
APTOSE BIOSCIENCES INC,COM NEW,03835T200,19750,3130000,SH,SOLE,3130000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,APTO
ARDELYX INC,COM,039697107,3263,471600,SH,SOLE,471600,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,ARDX
ASSERTIO HOLDINGS INC,COM,04546C106,754,880000,SH,SOLE,880000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,ASRT
AUTOLUS THERAPEUTICS PLC,SPONSORED ADS,05280R100,962,60000,SH,SOLE,60000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,AUTL
AVENUE THERAPEUTICS INC,COM NEW,05360L205,11147,1035000,SH,SOLE,1035000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,ATXI
BIOHAVEN PHARMACEUTICAL HLDG,COM,G11196105,8360,114350,SH,SOLE,114350,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,BHVN
BIOLINERX LTD,SPONSORED ADS,09071M205,29,16667,SH,SOLE,16667,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,BLRX
BIOXCEL THERAPEUTICS INC,COM,09075P105,4983,94000,SH,SOLE,94000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,BTAI
CARDIFF ONCOLOGY INC,COM,14147L108,2956,590000,SH,SOLE,590000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CRDF
CATALYST PHARMACEUTICALS INC,COM,14888U101,5336,1155000,SH,SOLE,1155000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CPRX
CELLDEX THERAPEUTICS INC,COM NEW,15117B202,13923,1071000,SH,SOLE,1071000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CLDX
CERECOR INC,COM,15671L109,8768,3372500,SH,SOLE,3372500,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CERC
CHEMOCENTRYX INC,COM,16383L106,20816,361600,SH,SOLE,361600,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CCXI
CHIMERIX INC,COM,16934W106,6526,2105000,SH,SOLE,2105000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CMRX
CIDARA THERAPEUTICS INC,COM,171757107,3582,970664,SH,SOLE,970664,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CDTX
CODEXIS INC,COM,192005106,16089,1400000,SH,SOLE,1400000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,
CRINETICS PHARMACEUTICALS INC,COM,22663K107,7625,435200,SH,SOLE,435200,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CRNX
CYTOKINETICS INC,COM NEW,23282W605,7143,303050,SH,SOLE,303050,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,CYTK
DECIPHERA PHARMACEUTICALS IN,COM,24344T101,13081,222000,SH,SOLE,222000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,DCPH
EDAP TMS SA,SPONSORED ADR,268311107,4648,1878500,SH,SOLE,1878500,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,EDAP
EIDOS THERAPEUTICS INC,COM,28249H104,14634,315550,SH,SOLE,315550,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,EIDX
ESSA PHARMA INC,COM NEW,29668H708,1085,175000,SH,SOLE,175000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,EPIX
ETON PHARMACEUTICALS INC,COM,29772L108,19838,3640000,SH,SOLE,3640000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,ETON
FENNEC PHARMACEUTICALS INC,COM,31447P100,1428,171000,SH,SOLE,171000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,FENC
FIBROGEN INC,COM,31572Q808,5688,146000,SH,SOLE,146000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,FGEN
FORTRESS BIOTECH INC,COM,34960Q109,10264,3830000,SH,SOLE,3830000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,FBIO
HARROW HEALTH INC,COM,415858109,14119,2710000,SH,SOLE,2710000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,HROW
KALA PHARMACEUTICALS INC,COM,483119103,3794,361000,SH,SOLE,361000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,KALA
KALVISTA PHARMACEUTICALS INC,COM,483497103,5584,461500,SH,SOLE,461500,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,KALV
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,8778,344500,SH,SOLE,344500,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,KNSA
LIQUIDIA TECHOLOGIES INC,COM,53635D202,3368,400000,SH,SOLE,400000,0,0,0001595855,06-30-2020,13F-HR,false,Opaleye Management Inc.,08-14-2020,LQDA
