nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
Aeglea,Common,00773J103,2221,240500,SH,DFND,240500,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,AGLE
Crispr,NAMEN AKT,H17182108,38062,519198,SH,DFND,519198,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,CRSP
Cymabay,Common,23257D103,456,131036,SH,DFND,131036,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,CBAY
Exicure,Common,30205M101,16954,6977000,SH,DFND,6977000,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,
Molecular Templates,Common,608550109,2758,200000,SH,DFND,200000,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,MTEM
Obseva,Common,H5861P103,517,87999,SH,DFND,87999,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,OBSV
Ocugen,Common,43358V109,2,7111,SH,DFND,7111,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,
Paratek,Common,699374302,5424,1041131,SH,DFND,1041131,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,PRTK
Personalis,Common,71535D106,70623,5449294,SH,DFND,5449294,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,PSNL
Phathom,Common,71722W107,39367,1203135,SH,DFND,1203135,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,PHAT
Protara,Common,74365U107,3001,53612,SH,DFND,53612,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,TARA
Sientra,Common,82621J105,9229,2390843,SH,DFND,2390843,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,SIEN
Sierra Oncology,Common,82640U107,10536,876541,SH,DFND,876541,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,
Soleno,Common,834203200,22769,10302602,SH,DFND,10302602,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,SLNO
Vaxcyte,Common,92243G108,131523,4168718,SH,DFND,4168718,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,PCVX
Verona,SPONDS ADR,925050106,4221,901943,SH,DFND,901943,0,0,0001397144,06-30-2020,13F-HR,false,Abingworth LLP,08-14-2020,VRNA
