nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
ACADIA PHARMACEUTICALS INC,COM,004225108,17934,370000,SH,OTR,370000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ACAD
AEGLEA BIOTHERAPEUTICS INC,COM,00773J103,5088,550000,SH,OTR,550000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,AGLE
AKERO THERAPEUTICS INC,COM,00973Y108,10379,416495,SH,OTR,416495,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,AKRO
AGENUS INC,COM NEW,00847G705,15720,4000000,SH,OTR,4000000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,AGEN
ALLAKOS INC,COM,01671P100,48506,675000,SH,OTR,675000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ALLK
AMARIN CORP PLC,SPONS ADR NEW,023111206,48440,7000000,SH,OTR,7000000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,AMRN
AMICUS THERAPEUTICS INC,COM,03152W109,35061,2325000,SH,OTR,2325000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,FOLD
ANAPTYSBIO INC,COM,032724106,29042,1300000,SH,OTR,1300000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ANAB
ARCUS BIOSCIENCES INC,COM,03969F109,51580,2084883,SH,OTR,2084883,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,RCUS
ARGENX SE,SPONSORED ADR ,04016X101,38498,170926,SH,OTR,170926,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ARGX
ARTARA THERAPEUTICS INC,COM,04300J107,6135,209227,SH,OTR,209227,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,
ATRECA INC,CL A COM,04965G109,36891,1733583,SH,OTR,1733583,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BCEL
AVIDITY BIOSCIENCES INC,COM,05370A108,31689,1121327,SH,OTR,1121327,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,RNA
BEIGENE LTD,SPONSORED ADR ,07725L102,174270,925000,SH,OTR,925000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BGNE
BELLEROPHON THERAPEUTICS INC,COM NEW,078771300,1240,98809,SH,OTR,98809,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BLPH
BELLUS HEALTH INC NEW,COM NEW,07987C204,18265,1775000,SH,OTR,1775000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BLU
BIOMARIN PHARMACEUTICAL INC,COM,09061G101,30835,250000,SH,OTR,250000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BMRN
BLACK DIAMOND THERAPEUTICS I,COM,09203E105,84946,2014858,SH,OTR,2014858,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,BDTX
CABALETTA BIO INC,COM,12674W109,17434,1566361,SH,OTR,1566361,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,CABA
CELLECTAR BIOSCIENCES INC,COM PAR,15117F500,1178,920000,SH,OTR,920000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,CLRB
CELLDEX THERAPEUTICS INC NEW,COM NEW,15117B202,13000,1000000,SH,OTR,1000000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,CLDX
COMPUGEN LTD,ORD,M25722105,35803,2383673,SH,OTR,2383673,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,CGEN
CYMABAY THERAPEUTICS INC,COM,23257D103,6980,2000000,SH,OTR,2000000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,CBAY
DBV TECHNOLOGIES S A,SPONSORED ADR ,23306J101,30882,7034598,SH,OTR,7034598,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,DBVT
DIREXION SHS ETF TR,DAILY SP BIOTEC,25460E539,24290,7000000,SH,OTR,7000000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,
ESPERION THERAPEUTICS INC NE,COM,29664W105,50027,975000,SH,OTR,975000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ESPR
FULCRUM THERAPEUTICS INC,COM,359616109,12911,705882,SH,OTR,705882,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,FULC
GLOBAL BLOOD THERAPEUTICS IN,COM,37890U108,15783,250000,SH,OTR,250000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,GBT
GOSSAMER BIO INC,COM,38341P102,33311,2562358,SH,OTR,2562358,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,GOSS
IDEAYA BIOSCIENCES INC,COM,45166A102,31302,2202812,SH,OTR,2202812,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,IDYA
IMMUNOMEDICS INC,COM,452907108,234117,6606000,SH,OTR,6606000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,IMMU
INTERCEPT PHARMACEUTICALS IN,COM,45845P108,6037,126000,SH,OTR,126000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ICPT
IOVANCE BIOTHERAPEUTICS INC,COM,462260100,5490,200000,SH,OTR,200000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,IOVA
KADMON HLDGS INC,COM,48283N106,31774,6205882,SH,OTR,6205882,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,KDMN
KINIKSA PHARMACEUTICALS LTD,COM CL A,G5269C101,7404,290577,SH,OTR,290577,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,KNSA
KODIAK SCIENCES INC,COM,50015M109,9803,181138,SH,OTR,181138,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,KOD
KURA ONCOLOGY INC ,COM,50127T109,13770,844789,SH,OTR,844789,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,KURA
LA JOLLA PHARMACEUTICAL CO,COM PAR $.0001 2,503459604,3794,890700,SH,OTR,890700,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,LJPC
LIFESCI ACQUISITION CORP,UNIT 03/31/2025,53228P208,2988,300000,SH,OTR,300000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,
MARINUS PHARMACEUTICALS INC,COM,56854Q101,24384,9600000,SH,OTR,9600000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MRNS
MATINAS BIOPHARMA HLDGS INC,COM,576810105,8873,11478634,SH,OTR,11478634,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MTNB
MEI PHARMA INC,COM NEW,55279B202,12031,2913091,SH,OTR,2913091,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MEIP
MEREO BIOPHARMA GROUP PLC,ADS,589492107,12331,4029649,SH,OTR,4029649,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MREO
MILESTONE PHARMACEUTICALS IN,COM,59935V107,4166,1102194,SH,OTR,1102194,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MIST
MIRATI THERAPEUTICS INC ,COM,60468T105,201574,1765560,SH,OTR,1765560,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MRTX
MIRUM PHARMACEUTICALS INC,COM,604749101,6169,317000,SH,OTR,317000,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,MIRM
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,16754,1009255,SH,OTR,1009255,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,NLTX
ODONATE THERAPEUTICS INC,COM,676079106,142405,3363377,SH,OTR,3363377,0,0,0001465837,06-30-2020,13F-HR,false,"BOXER CAPITAL, LLC",08-14-2020,ODT
