nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
1LIFE HEALTHCARE INC,COM,68269G107,56689,3123384,SH,SOLE,3123384,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ONEM
ADAPTIVE BIOTECHNOLOGIES COR,COM,00650F109,11512,414400,SH,SOLE,414400,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
AKERO THERAPEUTICS INC,COM,00973Y108,12074,569513,SH,SOLE,569513,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,AKRO
ALLAKOS INC,COM,01671P100,132444,2976928,SH,SOLE,2976928,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ALLK
AMEDISYS INC,COM,023436108,32590,177565,SH,SOLE,177565,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,AMED
AMICUS THERAPEUTICS INC,COM,03152W109,232677,25181500,SH,SOLE,25181500,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,FOLD
APREA THERAPEUTICS INC,COM,03836J102,78861,2268718,SH,SOLE,2268718,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,APRE
ARDELYX INC,COM,039697107,22195,3904100,SH,SOLE,3904100,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ARDX
ARGENX SE,SPONSORED ADR,04016X101,142541,1082070,SH,SOLE,1082070,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ARGX
ATARA BIOTHERAPEUTICS INC,COM,046513107,45047,5293370,SH,SOLE,5293370,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ATRA
ATRECA INC,CL A COM,04965G109,18682,1128806,SH,SOLE,1128806,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,BCEL
AXONICS MODULATION TECHNOLOG,COM,05465P101,38303,1507400,SH,SOLE,1507400,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,AXNX
BEAM THERAPEUTICS INC,COM,07373V105,60467,3359258,SH,SOLE,3359258,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,BEAM
BIOGEN INC,COM,09062X103,186443,589300,SH,SOLE,589300,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,BIIB
BIONTECH SE,SPONSORED ADS,09075V102,9940,170200,SH,SOLE,170200,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,BNTX
BRISTOL-MYERS SQUIBB CO,RIGHT 99/99/9999,110122157,9078,2389000,SH,SOLE,2389000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
CABALETTA BIO INC,COM,12674W109,10409,1425896,SH,SOLE,1425896,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CABA
CASTLIGHT HEALTH INC,CL B,14862Q100,7,10229,SH,SOLE,10229,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
CATALENT INC,COM,148806102,26302,506300,SH,SOLE,506300,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CTLT
CENTENE CORP DEL,COM,15135B101,48959,824090,SH,SOLE,824090,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CNC
CIGNA CORP NEW,COM,125523100,53260,300600,SH,SOLE,300600,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CI
CLOVIS ONCOLOGY INC,COM,189464100,633,99485,SH,SOLE,99485,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CLVS
CRYOPORT INC,COM PAR $0.001,229050307,31028,1817663,SH,SOLE,1817663,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
CYMABAY THERAPEUTICS INC,COM,23257D103,4071,2750616,SH,SOLE,2750616,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,CBAY
DECIPHERA PHARMACEUTICALS IN,COM,24344T101,210637,5116263,SH,SOLE,5116263,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,DCPH
DEXCOM INC,COM,252131107,34817,129300,SH,SOLE,129300,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,DXCM
EIDOS THERAPEUTICS INC,COM,28249H104,33778,689478,SH,SOLE,689478,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,EIDX
ENDOLOGIX INC,COM NEW,29266S304,54,78755,SH,SOLE,78755,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
EPIZYME INC,COM,29428V104,135999,8768475,SH,SOLE,8768475,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,EPZM
FATE THERAPEUTICS INC,COM,31189P102,249125,11216809,SH,SOLE,11216809,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,FATE
GENMAB A/S,SPONSORED ADS,372303206,32823,1549000,SH,SOLE,1549000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,GMAB
GLYCOMIMETICS INC,COM,38000Q102,578,253516,SH,SOLE,253516,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,GLYC
GOSSAMER BIO INC,COM,38341P102,2636,259700,SH,SOLE,259700,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,GOSS
GRITSTONE ONCOLOGY INC,COM,39868T105,17857,3068194,SH,SOLE,3068194,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,GRTS
HOOKIPA PHARMA INC,COM,43906K100,15366,1862510,SH,SOLE,1862510,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,HOOK
IGM BIOSCIENCES INC,COM,449585108,176536,3144000,SH,SOLE,3144000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,IGMS
IMMUNOGEN INC,COM,45253H101,57063,16733879,SH,SOLE,16733879,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,IMGN
ITAMAR MED LTD,SPONSORED ADS,465437101,7363,625000,SH,SOLE,625000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ITMR
KRYSTAL BIOTECH INC,COM,501147102,45480,1051800,SH,SOLE,1051800,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,KRYS
MERCK  CO. INC,COM,58933Y105,60667,788500,SH,SOLE,788500,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,MRK
MOMENTA PHARMACEUTICALS INC,COM,60877T100,140760,5175008,SH,SOLE,5175008,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
NEOLEUKIN THERAPEUTICS INC,COM,64049K104,45989,4041211,SH,SOLE,4041211,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,NLTX
NEVRO CORP,COM,64157F103,70628,706426,SH,SOLE,706426,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,NVRO
NOVARTIS A G,SPONSORED ADR,66987V109,53889,653600,SH,SOLE,653600,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,NVS
ODONATE THERAPEUTICS INC,COM,676079106,19549,708038,SH,SOLE,708038,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,ODT
OVID THERAPEUTICS INC,COM,690469101,363,121950,SH,SOLE,121950,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,OVID
PPD INC,COM,69355F102,22990,1290832,SH,SOLE,1290832,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
PRA HEALTH SCIENCES INC,COM,69354M108,36762,442700,SH,SOLE,442700,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
PRINCIPIA BIOPHARMA INC,COM,74257L108,134263,2261088,SH,SOLE,2261088,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
PROFOUND MED CORP,COM NEW,74319B502,3896,400000,SH,SOLE,400000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
REGENXBIO INC,COM,75901B107,75720,2338466,SH,SOLE,2338466,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,RGNX
REPLIMUNE GROUP INC,COM,76029N106,29716,2980493,SH,SOLE,2980493,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,REPL
REVOLUTION MEDICINES INC,COM,76155X100,6647,303371,SH,SOLE,303371,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,RVMD
SCHOLAR ROCK HLDG CORP,COM,80706P103,34999,2890089,SH,SOLE,2890089,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,SRRK
SEATTLE GENETICS INC,COM,812578102,75655,655700,SH,SOLE,655700,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,
SHOCKWAVE MED INC,COM,82489T104,18508,557800,SH,SOLE,557800,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,SWAV
STEREOTAXIS INC,COM NEW,85916J409,9372,3103327,SH,SOLE,3103327,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,STXS
STOKE THERAPEUTICS INC,COM,86150R107,49600,2165938,SH,SOLE,2165938,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,STOK
SYROS PHARMACEUTICALS INC,COM,87184Q107,1259,212291,SH,SOLE,212291,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,SYRS
TANDEM DIABETES CARE INC,COM NEW,875372203,56709,881266,SH,SOLE,881266,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,TNDM
TCR2 THERAPEUTICS INC,COM,87808K106,13679,1767288,SH,SOLE,1767288,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,TCRR
TRICIDA INC,COM,89610F101,46785,2126600,SH,SOLE,2126600,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,TCDA
TWIST BIOSCIENCE CORP,COM,90184D100,18048,590200,SH,SOLE,590200,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,TWST
UNIQURE NV,SHS,N90064101,131604,2773525,SH,SOLE,2773525,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,QURE
UNITEDHEALTH GROUP INC,COM,91324P102,60126,241100,SH,SOLE,241100,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,UNH
VAPOTHERM INC,COM,922107107,471,25000,SH,SOLE,25000,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,VAPO
WAVE LIFE SCIENCES LTD,SHS,Y95308105,27429,2927352,SH,SOLE,2927352,0,0,0001425738,03-31-2020,13F-HR,false,"Redmile Group, LLC",05-14-2020,WVE
