nameofissuer,titleofclass,cusip,value,sshprnamt,sshprnamttype,investmentdiscretion,sole,shared,none,cik,reportcalendarorquarter,submissiontype,isamendment,filer,signaturedate,ticker
AEGERION PHARMACEUTICALSAEGR 5 04/01/25,NOTE 5.000% 4/0,00767EAC6,2886,3037627,PRN,SOLE,3037627,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,
ADAMAS PHARMACEUTICALS INC,COM,00548A106,3361,1162876,SH,SOLE,1162876,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,ADMS
AFFIMED NV,COM,N01045108,4740,3000000,SH,SOLE,3000000,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,AFMD
APPLIED GENETIC TECHNOLOGIES,COM,03820J100,1925,586969,SH,SOLE,586969,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,AGTC
AMARIN CORP PLC -ADR,SPONS ADR NEW,023111206,5252,1313100,SH,SOLE,1313100,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,AMRN
APOLLO ENDOSURGERY INC,COM,03767D108,3233,1683861,SH,SOLE,1683861,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,APEN
ANTARES PHARMA INC,COM,036642106,357,151189,SH,SOLE,151189,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,ATRS
BIODELIVERY SCIENCES INTL,COM,09060J106,2861,755000,SH,SOLE,755000,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,BDSI
BAUDAX BIO INC,COM,07160F107,1513,610200,SH,SOLE,610200,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,
CATALYST BIOSCIENCES INC,COM NEW,14888D208,4454,1019196,SH,SOLE,1019196,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,CBIO
CIDARA THERAPEUTICS INC,COM,171757107,3231,1302981,SH,SOLE,1302981,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,CDTX
CHIASMA INC,COM,16706W102,2716,744134,SH,SOLE,744134,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,CAIHF
CUMBERLAND PHARMACEUTICALS,COM,230770109,3295,907735,SH,SOLE,907735,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,CPIX
CTI BIOPHARMA CORP,COM,12648L601,5916,6430637,SH,SOLE,6430637,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,CTIC
DIAMEDICA THERAPEUTICS INC,COM NEW,25253X207,2311,825297,SH,SOLE,825297,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,DMAC
EVOLUS INC,COM,30052C107,3415,822960,SH,SOLE,822960,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,EOLS
HTG MOLECULAR DIAGNOSTICS,COM,40434H104,323,992641,SH,SOLE,992641,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,
INTERPACE BIOSCIENCES INC,COM,46062X303,924,178295,SH,SOLE,178295,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,
IVERIC BIO INC,COM,46583P102,8888,2583786,SH,SOLE,2583786,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,ISEE
LIGAND PHARMACEUTICALS,COM NEW,53220K504,11702,160919,SH,SOLE,160919,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,LGND
NEOS THERAPEUTICS INC,COM,64052L106,3518,4690146,SH,SOLE,4690146,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,NEOS
OPIANT PHARMACEUTICALS INC,COM,683750103,3649,380948,SH,SOLE,380948,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,OPNT
OXFORD IMMUNOTEC GLOBAL PLC,ORD SHS,G6855A103,3467,374431,SH,SOLE,374431,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,OXFD
RIGEL PHARMACEUTICALS INC,COM NEW,766559603,16,10000,SH,SOLE,10000,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,RIGL
SEASPINE HOLDINGS CORP,COM,81255T108,2068,253131,SH,SOLE,253131,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,SPNE
STEMLINE THERAPEUTICS INC,COM,85858C107,4291,886632,SH,SOLE,886632,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,
XOMA CORP,COM,98419J206,4245,208600,SH,SOLE,208600,0,0,0001440771,03-31-2020,13F-HR,false,"Stonepine Capital Management, LLC",05-14-2020,XOMA
